id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5
752005,关羽,弱小的傢伙，不要對我指指點點！,只要是活著的東西，就算是神，我也殺給你看！,吾之前方 絕無敵手,如果不把所有人都踩在腳下，他又怎麼會抬頭看你，承認你是強者！,你還差的遠呢！,你的敗因只有一個！那就是與我為敵！
752006,曹植,主人，你有夢想嗎？我呢，想成為作家，想讓很多人看我寫的書，如果可以讓那些人都感到幸福就好了,我只是深愛著世上所有文字，喜歡到想把它們吃下去,這世上沒有一本書是應該丟掉的！一直以來，書都沒有錯，只是讀的人錯了！,合上書本，故事就會因此終結嗎？不！所有的故事，都會在我們的想像之中無限延伸！,所有人都能在書本中感受幸福，這便是文字的魅力啊！,書本…也要…一頁一頁吃掉…
752007,荀彧,哎呀，哎呀，頭髮還沒吹完呢，就把人家叫出來了！,作為我的主人，你也要愛乾淨哦！,吹吹吹！吹乾頭髮，吹走煩惱！,就算不出門，也要美美的！,你問我的吹風機壞了怎麼辦？當然是求主人再買一個啦！,不要偷懶哦~每天都要洗頭！
752008,貂蝉,主人，有我在，一定會讓你每天都性福的~,主人，你是要先吃飯呢？要先洗澡呢？還是要先吃我呢？,只有主人願意，什麼都可以做的哦~,一直憋著對身體可不好呢~用手也不好哦~主人~,口罩，皮鞭，繩子，學生服，護士服，一切都有哦~一定會讓主人滿意的~,主人，你喜歡我用嘴巴，還是胸部，還是說…嗯哼~
752009,曹操,什麼呀，一個普通的人類！如果你拖我後腿的話，我可是會殺了你的！,我壓根就不指望區區人類能理解我崇高的理想！,螞蟻，沒有存活的資格！都去死吧！！！,諸君，我喜歡戰爭！,只要是正義的一方，無論手段多麼卑鄙都可以被原諒！,我劍所指，既是我的國度！
752010,张飞,喂！那個叫主人的傢伙，你可要對俺客氣點，不然俺的兩個姐姐會揍你的！,為什麼大姐二姐都有追求者，俺沒有呢！,打飛！打飛！打飛！俺要把敵人通通打飛！,能動手的何必動口呢，先打了再說！,俺最討厭講道理了，說半天誰都說服不了誰,俺可是張翼德！俺要成為這條街的霸王！
753001,姜维,驅除一切污穢之物！吸血鬼獵人前來助你一臂之力，我能驅除的，可不只是吸血鬼！,讓我來獵殺那些黑暗之物！,縱然是最深沉的黑夜，也遮不住一絲光亮,過去屬於死神，未來屬於你自己！,德古拉，這次，絕不會讓你復活！,主人，你，信仰上帝嗎？
753002,织田信长,沒有人能快過我的刀，所有的敵人，都由我來斬殺！,本能寺……在哪來著？,hohoho！我可是第六天大魔王呢，有沒有很害怕？,秀吉！！我的信呢！,咦……我的女裝呢？悄悄的拿出來，秀吉他們應該不會發現吧。,明智光秀，你這個叛徒！
753003,汉灵帝,這可不是人偶，這是我的Darling哦~我會讓我家Darling親手殺死讓他沉睡的人的，一定會~你……要幫我嗎？,我的愛人啊，你可聽到了我的聲譽？你可知道我在想你。,這樣我們就能天天在一起呢~我們永遠不分開哦~,我會讓你付出代價的。,不管過了多久~Darling，你還是如此美麗~,我知道，你一直在我的身邊，我也知道，你會一直等我去找你~
753004,张角,張角sama駕到！本大爺可是無敵的！,本大爺可是無所不能的！,爆裂吧！現實！,粉碎吧！精神,放逐吧！這個世界！,本大爺要成為新世界的卡密！
753005,伊达政宗,我可是殺人魔哦，竟然敢收留我，你真是個有趣的人,過於仁慈就會變得懦弱,過於執著於道義就會固執,過於拘束于禮節就會變得諂媚,過於機智就會變得愛耍小聰明,過於信任他人就會傷害自己
753006,方天,就像我的武器，一個代表過去，一個代表未來。我無法參與你的過去，但是我可以守護你的未來……,我所堅持的正義……似乎出現了一些異樣,滴水之恩，當湧泉相報。但是當你的恩人與你背道而馳……你要怎麼做呢？,沒有子彈了，我還可以用砍的！,一生只能失敗一次,一手過去，一手未來
753007,偃月,之前一直是我的思想在驅使我的行動。現在我願意守護您，聽從您的決斷，貫徹您的正義。,以月光女神之名~執行正義的的決斷。,審判？簡單的審判難道就能評判善惡嗎？,我只是按照我心之所想去做而已。,功過自有後人評。,讓你在夢中逝去，這是我最後的仁慈。
753008,汉献帝,新主人？隨便怎麼樣都行吧，反正我只是個傀儡而已…,每個人都是活著的木偶，根本，不需要思想。,在這個世界上，和我們共同生存的是滿目的罪惡和悲傷,無論誰，只要他還活著，你就不能稱他是幸福的。,人類一思考，上帝就發笑,審判日來臨的那一刻，所有的罪惡都將付出代價
753009,左慈,本尊可是道家最強之人，你，想成為我的弟子，學得無上道術嗎？,想要做本尊的關門弟子嗎，那你得先戒色了,魔由心生，由內而外的腐臭，是任何香料都無法掩蓋的,道可道， 非常道，名可名，非常名,除魔天地間,天道、人間道、修羅道、畜生道、餓鬼道，地獄道，六道輪回，生生不息
753010,黄月英,"唉？我不是在召喚式神嗎,怎麼反而被召喚了？魔法反噬？看來這個儀式還有很多問題呢…",這個世界，魔法源很充足呢，我的計畫，可以提前進行了,召喚儀式又失敗了，是我太急了嗎，可是…,所有的戰姬，都是阻礙！,豬豬，不許再吃海鮮了，你看你都得了皮膚病了！,以我現在的力量，只能夠召喚最弱的式神，不過，要不了多久…
754001,黄忠,啊呀~主人，不是故意的~不小心射到了您的帽子，真是遺憾呢~,什麼？白頭髮？還不是你太弱了把我給愁的！,休息也是旅途的一部分，我們也要寒暑假！,哎呀，射歪了，這不怪我，都是時臣的錯！,我曾經一箭射中兩隻鳥…蛋,誰說拉弓一定要有箭的，我射出的是滿滿的節操啊！
754002,许褚,前排戰姬許褚！嘿嘿，我會好好表現的！,你要試試我的拳頭嗎！,如果你前面有陰影，那是因為背後有陽光,我討厭戰爭 因為它會把大地都染紅,很多時候，努力不是為了得到獎勵，而是為了被肯定,用扯蛋的態度，面對操蛋的人生
754003,刘表,最新的Jump出了呢！想看想看想看！想看嘛！主人快去幫我買，小表一輩子就這一個請求！來生我會彌補你的！,回來的時候，記得帶可樂薯片還有方便麵！,滾啊滾~滾啊滾~mua~床好軟好舒服啊~,零食~可樂~遊戲~耶~,啊~零食我都吃掉了欸~主人會原諒我的吧~,今天也要遊手好閒~
754004,祝融,帥氣的主人，我一定會讓您感受到我火一樣的愛情，哦不，熱情！,沒有戀愛的學校生活 就像沒有湯汁的火鍋一樣,被漆黑的火焰圍繞的人啊，和我締結戀人的契約吧！,你感受到我火一樣的熱情了沒,什麼 男孩子 我這麼可愛 怎麼可能是男孩子,再調皮 小心我把你給烤熟了
754005,郭嬛,我們一起組隊旅遊吧~要去各種各樣的地方，看各種各樣的事物，吃各種各樣的食物~看各種各樣的人~當然，要和你一起哦~,這家店好吃！可以在《旅行日誌》裡面推薦一下~,打個賭，我一定能八十天環遊世界~,飛啊飛啊飛~新大陸發現~下一個目的地就是真新鎮！,紀念幣！買！紀念鑰匙扣！買！紀念徽章！買！,世界那麼大，你該去看看了~
754006,孙尚香,孫尚香就是我啦！你..你..你別盯著我的胸部看！,胸部什麼的 明明只是裝飾,用時間和心看人，而不是用眼睛！,在真愛面前，性別什麼的只是不足掛齒的小事,為什麼只有我是平胸 深深的惡意啊！,聽說吃木瓜可以豐胸？不不不…我才不需要
754007,蔡文姬,你好呀主人~看起來是個大人呢？不會像爹爹那樣叫我背書吧……不會嗎！太好了！主人一起去玩吧~,淑女什麽的太累啦~讓我們好好出去玩鬧一番！,阿勒~我才不是小孩子呢！我可是很會背詩的哦~,玩過頭了，又要被爹爹罰了……,猜猜這是什麽琴~猜對了人家以身相許哦~,不就是抄十遍嗎~爹爹可是經常讓我抄一百遍的呢。
754008,吕蒙,呂萌前來報導！阿勒？這次的主角不是我了嗎？,新手戰姬怎麼了！我可是很全面的！,每個人最大的對手都是自己,咦 我的主角光環呢？ 那個誰！ 給我加個光環！,在遊戲和動漫界的生存法則第一條：成為主角！生存法則第二條：重複第一條！,又是一個需要被拯救的阿宅
754009,诸葛亮,一秒不差！主人，在這個時刻和你相遇，可是經過我的精心安排呢！,"原子彈的原理？裂變,聚變再裂變，然後就boom~！",不是正好這些問題我懂，而是我什麼都懂,月球繞地球的運動速度？1.02千米每秒哦,荀彧的內褲顏色？不，她沒有穿內褲哦,只要計算正確，改變命運這種小事，不值一提
754010,千本樱,主人，櫻花落地的那刻，便是我為您斬殺敵人之時！,櫻花總會飄落 沒有誰可以永存,只是生活著，悲傷的事物就會逐漸累積,我的劍很輕，但沒有我斬不斷的東西,主人，您看，花兒在跳舞呢,我要斬殺更多的敵人，來磨礪我的劍！
755001,司马昭,命運，天定！主人，讓我來為您占卜一下吧！,生命中的全部偶然，其實都是命中註定。是為宿命！,人只能預知命運，卻無法反抗！,無論多久的未來，我都會一直陪著主人呢！,一切盡在掌握,我會遇到主人，這可是上天註定的！
755002,于吉,嘻嘻嘻嘻~我是于吉，你的靈魂我收下了~,像你這樣，鹹魚翻身，還是鹹魚！,我已經被偷了9999把鐮刀了,保護好自己的身體哦 不然說不定哪天會在另一個世界見到你,膚色？你這是種族歧視！我要報警啦！,想要和我一樣飄起來？快去減肥吧！說不定哪一天就飄起來了哦~
755003,路西法,追隨我，我將讓你成為靈魂的惡魔。追隨我，並讓那些精神上死亡的人埋葬他們自己。,爲了達到目的，不論多麼黑暗的力量都渴求。,正義？哈哈，哪有什麽善惡之分。一切只有力量！,寧可在地獄為王，也不知天堂為奴。,你們害怕我，就證明了你們不敢面對我。但當你們瞭解了我，就會發現並不可怕。,每個人，都是自己的上帝。
755004,奥沃,,,,,,
756001,水镜,主人，這是我的推薦信，這是我第一次推薦自己呢，有點緊張XD~,備備，我和你說，龐統不錯，諸葛也不錯！,今天要給備備推薦誰呢~,完了，一不小心，把徐庶的推薦信發給兩個人了,我這邊有很多人才的賣身契，哦不，求職書，你們那邊需要不？,我才不是拉皮條的，我是有營業執照的！
756002,加百列,聽說我的朋友很孤獨，神就讓我下來陪她呢~主人，你有見過我的朋友嗎？一個金髮的天使。,請問你有看到一個天使嗎？她是我的朋友，我正在找她~,你說的沒錯~我的琴聲就是天籟~,來自于天堂，沉寂于人間。,噓~安靜，神正在午睡。,將信仰您的子民，送入天堂~
756003,米迦勒,仁慈是無法戰勝邪惡的！我，便是審判邪惡的戰鬥天使！消除一切罪惡。,劍是正義的僕人！,正義也許會遲到，但絕不會不到！,沒有力量的正義是空虛的，但沒有正義的力量是暴力的！,墮落之人，必將自我毀滅。,背叛或出賣，都必將付出生命的代價。
756004,庞统,看到了火焰沒，凡人，這是血統的證明，鳳凰的傳承！,冰鳳？新品種？我只知道火鳳凰！,不要逃避挫折，浴火而生，才能獲得新的人生！,燃燒的火焰，好壯觀，好想把一切都燒掉啊！,我已經重生了999次，笨蛋，別再讓我去送死了,只要喜歡火焰的，就一定不是壞人！
1000001,石像鬼,,,,,,
1000002,贝希摩斯,,,,,,
1000003,海德拉,,,,,,
1000004,巴哈姆特,,,,,,
1000005,骨龙,,,,,,
1000006,穷奇,,,,,,
1000007,阿呆X,,,,,,
1000008,黑暗教徒X,,,,,,
1000009,老实人X,,,,,,
1000010,伐木工X,,,,,,
1000011,小恶魔X,,,,,,
1000012,金角X,,,,,,
1000013,贝拉X,,,,,,
1000014,侦察兵X,,,,,,
