id,next_id,lv,group,desc,cost,cost_total,effect
500647,500648,47,5,-1,359#561|360#5610,359#9876|360#98760,atk#24205
500648,500649,48,5,-1,359#582|360#5820,359#10458|360#104580,atk#24720
500649,500650,49,5,-1,359#603|360#6030,359#11061|360#110610,atk#25235
500650,500651,50,5,-1,359#624|360#6240,359#11685|360#116850,atk#25750
500651,500652,51,5,-1,359#645|360#6450,359#12330|360#123300,atk#26265
500652,500653,52,5,-1,359#672|360#6720,359#13002|360#130020,atk#26780
500653,500654,53,5,-1,359#699|360#6990,359#13701|360#137010,atk#27295
500654,500655,54,5,-1,359#726|360#7260,359#14427|360#144270,atk#27810
500655,500656,55,5,-1,359#753|360#7530,359#15180|360#151800,atk#28325
500656,500657,56,5,-1,359#780|360#7800,359#15960|360#159600,atk#28840
500657,500658,57,5,-1,359#807|360#8070,359#16767|360#167670,atk#29355
500658,500659,58,5,-1,359#834|360#8340,359#17601|360#176010,atk#29870
500659,500660,59,5,-1,359#861|360#8610,359#18462|360#184620,atk#30385
500660,-1,60,5,-1,359#888|360#8880,359#19350|360#193500,atk#30900
500700,500701,0,5,-1,359#0|360#0,359#0|360#0,
500701,500702,1,5,-1,359#15|360#150,359#15|360#150,hp#34388
500702,500703,2,5,-1,359#18|360#180,359#33|360#330,hp#68776
500703,500704,3,5,-1,359#21|360#210,359#54|360#540,hp#103164
500704,500705,4,5,-1,359#24|360#240,359#78|360#780,hp#137552
500705,500706,5,5,-1,359#27|360#270,359#105|360#1050,hp#171940
500706,500707,6,5,-1,359#30|360#300,359#135|360#1350,hp#206328
500707,500708,7,5,-1,359#33|360#330,359#168|360#1680,hp#240716
500708,500709,8,5,-1,359#36|360#360,359#204|360#2040,hp#275104
500709,500710,9,5,-1,359#39|360#390,359#243|360#2430,hp#309492
500710,500711,10,5,-1,359#42|360#420,359#285|360#2850,hp#343880
500711,500712,11,5,-1,359#45|360#450,359#330|360#3300,hp#378268
500712,500713,12,5,-1,359#54|360#540,359#384|360#3840,hp#412656
500713,500714,13,5,-1,359#63|360#630,359#447|360#4470,hp#447044
500714,500715,14,5,-1,359#72|360#720,359#519|360#5190,hp#481432
500715,500716,15,5,-1,359#81|360#810,359#600|360#6000,hp#515820
500716,500717,16,5,-1,359#90|360#900,359#690|360#6900,hp#550208
500717,500718,17,5,-1,359#99|360#990,359#789|360#7890,hp#584596
500718,500719,18,5,-1,359#108|360#1080,359#897|360#8970,hp#618984
500719,500720,19,5,-1,359#117|360#1170,359#1014|360#10140,hp#653372
500720,500721,20,5,-1,359#126|360#1260,359#1140|360#11400,hp#687760
500721,500722,21,5,-1,359#135|360#1350,359#1275|360#12750,hp#722148
500722,500723,22,5,-1,359#147|360#1470,359#1422|360#14220,hp#756536
500723,500724,23,5,-1,359#159|360#1590,359#1581|360#15810,hp#790924
500724,500725,24,5,-1,359#171|360#1710,359#1752|360#17520,hp#825312
500725,500726,25,5,-1,359#183|360#1830,359#1935|360#19350,hp#859700
500726,500727,26,5,-1,359#195|360#1950,359#2130|360#21300,hp#894088
500727,500728,27,5,-1,359#207|360#2070,359#2337|360#23370,hp#928476
500728,500729,28,5,-1,359#219|360#2190,359#2556|360#25560,hp#962864
500729,500730,29,5,-1,359#231|360#2310,359#2787|360#27870,hp#997252
500730,500731,30,5,-1,359#243|360#2430,359#3030|360#30300,hp#1031640
500731,500732,31,5,-1,359#255|360#2550,359#3285|360#32850,hp#1066028
500732,500733,32,5,-1,359#273|360#2730,359#3558|360#35580,hp#1100416
500733,500734,33,5,-1,359#291|360#2910,359#3849|360#38490,hp#1134804
500734,500735,34,5,-1,359#309|360#3090,359#4158|360#41580,hp#1169192
500735,500736,35,5,-1,359#327|360#3270,359#4485|360#44850,hp#1203580
500736,500737,36,5,-1,359#345|360#3450,359#4830|360#48300,hp#1237968
500737,500738,37,5,-1,359#363|360#3630,359#5193|360#51930,hp#1272356
500738,500739,38,5,-1,359#381|360#3810,359#5574|360#55740,hp#1306744
500739,500740,39,5,-1,359#399|360#3990,359#5973|360#59730,hp#1341132
500740,500741,40,5,-1,359#417|360#4170,359#6390|360#63900,hp#1375520
500741,500742,41,5,-1,359#435|360#4350,359#6825|360#68250,hp#1409908
500742,500743,42,5,-1,359#456|360#4560,359#7281|360#72810,hp#1444296
500743,500744,43,5,-1,359#477|360#4770,359#7758|360#77580,hp#1478684
500744,500745,44,5,-1,359#498|360#4980,359#8256|360#82560,hp#1513072
500745,500746,45,5,-1,359#519|360#5190,359#8775|360#87750,hp#1547460
500746,500747,46,5,-1,359#540|360#5400,359#9315|360#93150,hp#1581848
500747,500748,47,5,-1,359#561|360#5610,359#9876|360#98760,hp#1616236
500748,500749,48,5,-1,359#582|360#5820,359#10458|360#104580,hp#1650624
500749,500750,49,5,-1,359#603|360#6030,359#11061|360#110610,hp#1685012
500750,500751,50,5,-1,359#624|360#6240,359#11685|360#116850,hp#1719400
500751,500752,51,5,-1,359#645|360#6450,359#12330|360#123300,hp#1753788
500752,500753,52,5,-1,359#672|360#6720,359#13002|360#130020,hp#1788176
500753,500754,53,5,-1,359#699|360#6990,359#13701|360#137010,hp#1822564
500754,500755,54,5,-1,359#726|360#7260,359#14427|360#144270,hp#1856952
500755,500756,55,5,-1,359#753|360#7530,359#15180|360#151800,hp#1891340
500756,500757,56,5,-1,359#780|360#7800,359#15960|360#159600,hp#1925728
500757,500758,57,5,-1,359#807|360#8070,359#16767|360#167670,hp#1960116
500758,500759,58,5,-1,359#834|360#8340,359#17601|360#176010,hp#1994504
500759,500760,59,5,-1,359#861|360#8610,359#18462|360#184620,hp#2028892
500760,-1,60,5,-1,359#888|360#8880,359#19350|360#193500,hp#2063280
500800,500801,0,5,-1,359#0|360#0,359#0|360#0,
500801,500802,1,5,-1,359#15|360#150,359#15|360#150,atk#515
500802,500803,2,5,-1,359#18|360#180,359#33|360#330,atk#1030
500803,500804,3,5,-1,359#21|360#210,359#54|360#540,atk#1545
500804,500805,4,5,-1,359#24|360#240,359#78|360#780,atk#2060
500805,500806,5,5,-1,359#27|360#270,359#105|360#1050,atk#2575
500806,500807,6,5,-1,359#30|360#300,359#135|360#1350,atk#3090
500807,500808,7,5,-1,359#33|360#330,359#168|360#1680,atk#3605
500808,500809,8,5,-1,359#36|360#360,359#204|360#2040,atk#4120
500809,500810,9,5,-1,359#39|360#390,359#243|360#2430,atk#4635
500810,500811,10,5,-1,359#42|360#420,359#285|360#2850,atk#5150
500811,500812,11,5,-1,359#45|360#450,359#330|360#3300,atk#5665
500812,500813,12,5,-1,359#54|360#540,359#384|360#3840,atk#6180
500813,500814,13,5,-1,359#63|360#630,359#447|360#4470,atk#6695
500814,500815,14,5,-1,359#72|360#720,359#519|360#5190,atk#7210
500815,500816,15,5,-1,359#81|360#810,359#600|360#6000,atk#7725
500816,500817,16,5,-1,359#90|360#900,359#690|360#6900,atk#8240
500817,500818,17,5,-1,359#99|360#990,359#789|360#7890,atk#8755
500818,500819,18,5,-1,359#108|360#1080,359#897|360#8970,atk#9270
500819,500820,19,5,-1,359#117|360#1170,359#1014|360#10140,atk#9785
500820,500821,20,5,-1,359#126|360#1260,359#1140|360#11400,atk#10300
500821,500822,21,5,-1,359#135|360#1350,359#1275|360#12750,atk#10815
500822,500823,22,5,-1,359#147|360#1470,359#1422|360#14220,atk#11330
500823,500824,23,5,-1,359#159|360#1590,359#1581|360#15810,atk#11845
500824,500825,24,5,-1,359#171|360#1710,359#1752|360#17520,atk#12360
500825,500826,25,5,-1,359#183|360#1830,359#1935|360#19350,atk#12875
500826,500827,26,5,-1,359#195|360#1950,359#2130|360#21300,atk#13390
500827,500828,27,5,-1,359#207|360#2070,359#2337|360#23370,atk#13905
500828,500829,28,5,-1,359#219|360#2190,359#2556|360#25560,atk#14420
500829,500830,29,5,-1,359#231|360#2310,359#2787|360#27870,atk#14935
500830,500831,30,5,-1,359#243|360#2430,359#3030|360#30300,atk#15450
500831,500832,31,5,-1,359#255|360#2550,359#3285|360#32850,atk#15965
500832,500833,32,5,-1,359#273|360#2730,359#3558|360#35580,atk#16480
500833,500834,33,5,-1,359#291|360#2910,359#3849|360#38490,atk#16995
500834,500835,34,5,-1,359#309|360#3090,359#4158|360#41580,atk#17510
500835,500836,35,5,-1,359#327|360#3270,359#4485|360#44850,atk#18025
500836,500837,36,5,-1,359#345|360#3450,359#4830|360#48300,atk#18540
500837,500838,37,5,-1,359#363|360#3630,359#5193|360#51930,atk#19055
500838,500839,38,5,-1,359#381|360#3810,359#5574|360#55740,atk#19570
500839,500840,39,5,-1,359#399|360#3990,359#5973|360#59730,atk#20085
500840,500841,40,5,-1,359#417|360#4170,359#6390|360#63900,atk#20600
500841,500842,41,5,-1,359#435|360#4350,359#6825|360#68250,atk#21115
500842,500843,42,5,-1,359#456|360#4560,359#7281|360#72810,atk#21630
500843,500844,43,5,-1,359#477|360#4770,359#7758|360#77580,atk#22145
500844,500845,44,5,-1,359#498|360#4980,359#8256|360#82560,atk#22660
500845,500846,45,5,-1,359#519|360#5190,359#8775|360#87750,atk#23175
500846,500847,46,5,-1,359#540|360#5400,359#9315|360#93150,atk#23690
500847,500848,47,5,-1,359#561|360#5610,359#9876|360#98760,atk#24205
500848,500849,48,5,-1,359#582|360#5820,359#10458|360#104580,atk#24720
500849,500850,49,5,-1,359#603|360#6030,359#11061|360#110610,atk#25235
500850,500851,50,5,-1,359#624|360#6240,359#11685|360#116850,atk#25750
500851,500852,51,5,-1,359#645|360#6450,359#12330|360#123300,atk#26265
500852,500853,52,5,-1,359#672|360#6720,359#13002|360#130020,atk#26780
500853,500854,53,5,-1,359#699|360#6990,359#13701|360#137010,atk#27295
500854,500855,54,5,-1,359#726|360#7260,359#14427|360#144270,atk#27810
500855,500856,55,5,-1,359#753|360#7530,359#15180|360#151800,atk#28325
500856,500857,56,5,-1,359#780|360#7800,359#15960|360#159600,atk#28840
500857,500858,57,5,-1,359#807|360#8070,359#16767|360#167670,atk#29355
500858,500859,58,5,-1,359#834|360#8340,359#17601|360#176010,atk#29870
500859,500860,59,5,-1,359#861|360#8610,359#18462|360#184620,atk#30385
500860,-1,60,5,-1,359#888|360#8880,359#19350|360#193500,atk#30900
500900,500901,0,5,-1,359#0|360#0,359#0|360#0,
500901,500902,1,5,-1,359#15|360#150,359#15|360#150,spd#1
500902,500903,2,5,-1,359#18|360#180,359#33|360#330,spd#2
500903,500904,3,5,-1,359#21|360#210,359#54|360#540,spd#3
500904,500905,4,5,-1,359#24|360#240,359#78|360#780,spd#4
500905,500906,5,5,-1,359#27|360#270,359#105|360#1050,spd#5
500906,500907,6,5,-1,359#30|360#300,359#135|360#1350,spd#6
500907,500908,7,5,-1,359#33|360#330,359#168|360#1680,spd#7
500908,500909,8,5,-1,359#36|360#360,359#204|360#2040,spd#8
500909,500910,9,5,-1,359#39|360#390,359#243|360#2430,spd#9
500910,500911,10,5,-1,359#42|360#420,359#285|360#2850,spd#10
500911,500912,11,5,-1,359#45|360#450,359#330|360#3300,spd#11
500912,500913,12,5,-1,359#54|360#540,359#384|360#3840,spd#12
500913,500914,13,5,-1,359#63|360#630,359#447|360#4470,spd#13
500914,500915,14,5,-1,359#72|360#720,359#519|360#5190,spd#14
500915,500916,15,5,-1,359#81|360#810,359#600|360#6000,spd#15
500916,500917,16,5,-1,359#90|360#900,359#690|360#6900,spd#16
500917,500918,17,5,-1,359#99|360#990,359#789|360#7890,spd#17
500918,500919,18,5,-1,359#108|360#1080,359#897|360#8970,spd#18
500919,500920,19,5,-1,359#117|360#1170,359#1014|360#10140,spd#19
500920,500921,20,5,-1,359#126|360#1260,359#1140|360#11400,spd#20
500921,500922,21,5,-1,359#135|360#1350,359#1275|360#12750,spd#21
500922,500923,22,5,-1,359#147|360#1470,359#1422|360#14220,spd#22
500923,500924,23,5,-1,359#159|360#1590,359#1581|360#15810,spd#23
500924,500925,24,5,-1,359#171|360#1710,359#1752|360#17520,spd#24
500925,500926,25,5,-1,359#183|360#1830,359#1935|360#19350,spd#25
500926,500927,26,5,-1,359#195|360#1950,359#2130|360#21300,spd#26
500927,500928,27,5,-1,359#207|360#2070,359#2337|360#23370,spd#27
500928,500929,28,5,-1,359#219|360#2190,359#2556|360#25560,spd#28
500929,500930,29,5,-1,359#231|360#2310,359#2787|360#27870,spd#29
500930,500931,30,5,-1,359#243|360#2430,359#3030|360#30300,spd#30
500931,500932,31,5,-1,359#255|360#2550,359#3285|360#32850,spd#31
500932,500933,32,5,-1,359#273|360#2730,359#3558|360#35580,spd#32
500933,500934,33,5,-1,359#291|360#2910,359#3849|360#38490,spd#33
500934,500935,34,5,-1,359#309|360#3090,359#4158|360#41580,spd#34
500935,500936,35,5,-1,359#327|360#3270,359#4485|360#44850,spd#35
500936,500937,36,5,-1,359#345|360#3450,359#4830|360#48300,spd#36
500937,500938,37,5,-1,359#363|360#3630,359#5193|360#51930,spd#37
500938,500939,38,5,-1,359#381|360#3810,359#5574|360#55740,spd#38
500939,500940,39,5,-1,359#399|360#3990,359#5973|360#59730,spd#39
500940,500941,40,5,-1,359#417|360#4170,359#6390|360#63900,spd#40
500941,500942,41,5,-1,359#435|360#4350,359#6825|360#68250,spd#41
500942,500943,42,5,-1,359#456|360#4560,359#7281|360#72810,spd#42
500943,500944,43,5,-1,359#477|360#4770,359#7758|360#77580,spd#43
500944,500945,44,5,-1,359#498|360#4980,359#8256|360#82560,spd#44
500945,500946,45,5,-1,359#519|360#5190,359#8775|360#87750,spd#45
500946,500947,46,5,-1,359#540|360#5400,359#9315|360#93150,spd#46
500947,500948,47,5,-1,359#561|360#5610,359#9876|360#98760,spd#47
500948,500949,48,5,-1,359#582|360#5820,359#10458|360#104580,spd#48
500949,500950,49,5,-1,359#603|360#6030,359#11061|360#110610,spd#49
500950,500951,50,5,-1,359#624|360#6240,359#11685|360#116850,spd#50
500951,500952,51,5,-1,359#645|360#6450,359#12330|360#123300,spd#51
500952,500953,52,5,-1,359#672|360#6720,359#13002|360#130020,spd#52
500953,500954,53,5,-1,359#699|360#6990,359#13701|360#137010,spd#53
500954,500955,54,5,-1,359#726|360#7260,359#14427|360#144270,spd#54
500955,500956,55,5,-1,359#753|360#7530,359#15180|360#151800,spd#55
500956,500957,56,5,-1,359#780|360#7800,359#15960|360#159600,spd#56
500957,500958,57,5,-1,359#807|360#8070,359#16767|360#167670,spd#57
500958,500959,58,5,-1,359#834|360#8340,359#17601|360#176010,spd#58
500959,500960,59,5,-1,359#861|360#8610,359#18462|360#184620,spd#59
500960,-1,60,5,-1,359#888|360#8880,359#19350|360#193500,spd#60
501000,501001,0,5,-1,359#0|360#0,359#0|360#0,
501001,501002,1,5,-1,359#150|360#1500,359#150|360#1500,hit#50|decDmg#14
501002,501003,2,5,-1,359#300|360#3000,359#450|360#4500,hit#100|decDmg#28
501003,501004,3,5,-1,359#450|360#4500,359#900|360#9000,hit#150|decDmg#42
501004,501005,4,5,-1,359#600|360#6000,359#1500|360#15000,hit#200|decDmg#56
501005,501006,5,5,-1,359#750|360#7500,359#2250|360#22500,hit#250|decDmg#70
501006,501007,6,5,-1,359#900|360#9000,359#3150|360#31500,hit#300|decDmg#84
501007,501008,7,5,-1,359#1050|360#10500,359#4200|360#42000,hit#350|decDmg#98
501008,501009,8,5,-1,359#1200|360#12000,359#5400|360#54000,hit#400|decDmg#112
501009,501010,9,5,-1,359#1350|360#13500,359#6750|360#67500,hit#450|decDmg#126
501010,-1,10,5,-1,359#1500|360#15000,359#8250|360#82500,hit#500|decDmg#140
600100,600101,0,6,-1,359#0|360#0,359#0|360#0,
600101,600102,1,6,-1,359#5|360#50,359#5|360#50,hp#10256
600102,600103,2,6,-1,359#6|360#60,359#11|360#110,hp#20512
600103,600104,3,6,-1,359#7|360#70,359#18|360#180,hp#30768
600104,600105,4,6,-1,359#8|360#80,359#26|360#260,hp#41024
600105,600106,5,6,-1,359#9|360#90,359#35|360#350,hp#51280
600106,600107,6,6,-1,359#10|360#100,359#45|360#450,hp#61536
600107,600108,7,6,-1,359#11|360#110,359#56|360#560,hp#71792
600108,600109,8,6,-1,359#12|360#120,359#68|360#680,hp#82048
600109,600110,9,6,-1,359#13|360#130,359#81|360#810,hp#92304
600110,600111,10,6,-1,359#14|360#140,359#95|360#950,hp#102560
600111,600112,11,6,-1,359#15|360#150,359#110|360#1100,hp#112816
600112,600113,12,6,-1,359#18|360#180,359#128|360#1280,hp#123072
600113,600114,13,6,-1,359#21|360#210,359#149|360#1490,hp#133328
600114,600115,14,6,-1,359#24|360#240,359#173|360#1730,hp#143584
600115,600116,15,6,-1,359#27|360#270,359#200|360#2000,hp#153840
600116,600117,16,6,-1,359#30|360#300,359#230|360#2300,hp#164096
600117,600118,17,6,-1,359#33|360#330,359#263|360#2630,hp#174352
600118,600119,18,6,-1,359#36|360#360,359#299|360#2990,hp#184608
600119,600120,19,6,-1,359#39|360#390,359#338|360#3380,hp#194864
600120,600121,20,6,-1,359#42|360#420,359#380|360#3800,hp#205120
600121,600122,21,6,-1,359#45|360#450,359#425|360#4250,hp#215376
600122,600123,22,6,-1,359#49|360#490,359#474|360#4740,hp#225632
600123,600124,23,6,-1,359#53|360#530,359#527|360#5270,hp#235888
600124,600125,24,6,-1,359#57|360#570,359#584|360#5840,hp#246144
600125,600126,25,6,-1,359#61|360#610,359#645|360#6450,hp#256400
600126,600127,26,6,-1,359#65|360#650,359#710|360#7100,hp#266656
600127,600128,27,6,-1,359#69|360#690,359#779|360#7790,hp#276912
600128,600129,28,6,-1,359#73|360#730,359#852|360#8520,hp#287168
600129,600130,29,6,-1,359#77|360#770,359#929|360#9290,hp#297424
600130,600131,30,6,-1,359#81|360#810,359#1010|360#10100,hp#307680
600131,600132,31,6,-1,359#85|360#850,359#1095|360#10950,hp#317936
600132,600133,32,6,-1,359#91|360#910,359#1186|360#11860,hp#328192
600133,600134,33,6,-1,359#97|360#970,359#1283|360#12830,hp#338448
600134,600135,34,6,-1,359#103|360#1030,359#1386|360#13860,hp#348704
600135,600136,35,6,-1,359#109|360#1090,359#1495|360#14950,hp#358960
600136,600137,36,6,-1,359#115|360#1150,359#1610|360#16100,hp#369216
600137,600138,37,6,-1,359#121|360#1210,359#1731|360#17310,hp#379472
600138,600139,38,6,-1,359#127|360#1270,359#1858|360#18580,hp#389728
600139,600140,39,6,-1,359#133|360#1330,359#1991|360#19910,hp#399984
600140,600141,40,6,-1,359#139|360#1390,359#2130|360#21300,hp#410240
600141,600142,41,6,-1,359#145|360#1450,359#2275|360#22750,hp#420496
600142,600143,42,6,-1,359#152|360#1520,359#2427|360#24270,hp#430752
600143,600144,43,6,-1,359#159|360#1590,359#2586|360#25860,hp#441008
600144,600145,44,6,-1,359#166|360#1660,359#2752|360#27520,hp#451264
600145,600146,45,6,-1,359#173|360#1730,359#2925|360#29250,hp#461520
600146,600147,46,6,-1,359#180|360#1800,359#3105|360#31050,hp#471776
600147,600148,47,6,-1,359#187|360#1870,359#3292|360#32920,hp#482032
600148,600149,48,6,-1,359#194|360#1940,359#3486|360#34860,hp#492288
600149,600150,49,6,-1,359#201|360#2010,359#3687|360#36870,hp#502544
600150,600151,50,6,-1,359#208|360#2080,359#3895|360#38950,hp#512800
600151,600152,51,6,-1,359#215|360#2150,359#4110|360#41100,hp#523056
600152,600153,52,6,-1,359#224|360#2240,359#4334|360#43340,hp#533312
600153,600154,53,6,-1,359#233|360#2330,359#4567|360#45670,hp#543568
600154,600155,54,6,-1,359#242|360#2420,359#4809|360#48090,hp#553824
600155,600156,55,6,-1,359#251|360#2510,359#5060|360#50600,hp#564080
600156,600157,56,6,-1,359#260|360#2600,359#5320|360#53200,hp#574336
600157,600158,57,6,-1,359#269|360#2690,359#5589|360#55890,hp#584592
600158,600159,58,6,-1,359#278|360#2780,359#5867|360#58670,hp#594848
600159,600160,59,6,-1,359#287|360#2870,359#6154|360#61540,hp#605104
600160,-1,60,6,-1,359#296|360#2960,359#6450|360#64500,hp#615360
600200,600201,0,6,-1,359#0|360#0,359#0|360#0,
600201,600202,1,6,-1,359#5|360#50,359#5|360#50,atk#268
600202,600203,2,6,-1,359#6|360#60,359#11|360#110,atk#536
600203,600204,3,6,-1,359#7|360#70,359#18|360#180,atk#804
600204,600205,4,6,-1,359#8|360#80,359#26|360#260,atk#1072
600205,600206,5,6,-1,359#9|360#90,359#35|360#350,atk#1340
600206,600207,6,6,-1,359#10|360#100,359#45|360#450,atk#1608
600207,600208,7,6,-1,359#11|360#110,359#56|360#560,atk#1876
600208,600209,8,6,-1,359#12|360#120,359#68|360#680,atk#2144
600209,600210,9,6,-1,359#13|360#130,359#81|360#810,atk#2412
600210,600211,10,6,-1,359#14|360#140,359#95|360#950,atk#2680
600211,600212,11,6,-1,359#15|360#150,359#110|360#1100,atk#2948
600212,600213,12,6,-1,359#18|360#180,359#128|360#1280,atk#3216
600213,600214,13,6,-1,359#21|360#210,359#149|360#1490,atk#3484
600214,600215,14,6,-1,359#24|360#240,359#173|360#1730,atk#3752
600215,600216,15,6,-1,359#27|360#270,359#200|360#2000,atk#4020
600216,600217,16,6,-1,359#30|360#300,359#230|360#2300,atk#4288
600217,600218,17,6,-1,359#33|360#330,359#263|360#2630,atk#4556
600218,600219,18,6,-1,359#36|360#360,359#299|360#2990,atk#4824
600219,600220,19,6,-1,359#39|360#390,359#338|360#3380,atk#5092
600220,600221,20,6,-1,359#42|360#420,359#380|360#3800,atk#5360
600221,600222,21,6,-1,359#45|360#450,359#425|360#4250,atk#5628
600222,600223,22,6,-1,359#49|360#490,359#474|360#4740,atk#5896
600223,600224,23,6,-1,359#53|360#530,359#527|360#5270,atk#6164
600224,600225,24,6,-1,359#57|360#570,359#584|360#5840,atk#6432
600225,600226,25,6,-1,359#61|360#610,359#645|360#6450,atk#6700
600226,600227,26,6,-1,359#65|360#650,359#710|360#7100,atk#6968
600227,600228,27,6,-1,359#69|360#690,359#779|360#7790,atk#7236
600228,600229,28,6,-1,359#73|360#730,359#852|360#8520,atk#7504
600229,600230,29,6,-1,359#77|360#770,359#929|360#9290,atk#7772
600230,600231,30,6,-1,359#81|360#810,359#1010|360#10100,atk#8040
600231,600232,31,6,-1,359#85|360#850,359#1095|360#10950,atk#8308
600232,600233,32,6,-1,359#91|360#910,359#1186|360#11860,atk#8576
600233,600234,33,6,-1,359#97|360#970,359#1283|360#12830,atk#8844
600234,600235,34,6,-1,359#103|360#1030,359#1386|360#13860,atk#9112
600235,600236,35,6,-1,359#109|360#1090,359#1495|360#14950,atk#9380
600236,600237,36,6,-1,359#115|360#1150,359#1610|360#16100,atk#9648
600237,600238,37,6,-1,359#121|360#1210,359#1731|360#17310,atk#9916
600238,600239,38,6,-1,359#127|360#1270,359#1858|360#18580,atk#10184
600239,600240,39,6,-1,359#133|360#1330,359#1991|360#19910,atk#10452
600240,600241,40,6,-1,359#139|360#1390,359#2130|360#21300,atk#10720
600241,600242,41,6,-1,359#145|360#1450,359#2275|360#22750,atk#10988
600242,600243,42,6,-1,359#152|360#1520,359#2427|360#24270,atk#11256
600243,600244,43,6,-1,359#159|360#1590,359#2586|360#25860,atk#11524
600244,600245,44,6,-1,359#166|360#1660,359#2752|360#27520,atk#11792
600245,600246,45,6,-1,359#173|360#1730,359#2925|360#29250,atk#12060
600246,600247,46,6,-1,359#180|360#1800,359#3105|360#31050,atk#12328
600247,600248,47,6,-1,359#187|360#1870,359#3292|360#32920,atk#12596
600248,600249,48,6,-1,359#194|360#1940,359#3486|360#34860,atk#12864
600249,600250,49,6,-1,359#201|360#2010,359#3687|360#36870,atk#13132
600250,600251,50,6,-1,359#208|360#2080,359#3895|360#38950,atk#13400
600251,600252,51,6,-1,359#215|360#2150,359#4110|360#41100,atk#13668
600252,600253,52,6,-1,359#224|360#2240,359#4334|360#43340,atk#13936
600253,600254,53,6,-1,359#233|360#2330,359#4567|360#45670,atk#14204
600254,600255,54,6,-1,359#242|360#2420,359#4809|360#48090,atk#14472
600255,600256,55,6,-1,359#251|360#2510,359#5060|360#50600,atk#14740
600256,600257,56,6,-1,359#260|360#2600,359#5320|360#53200,atk#15008
600257,600258,57,6,-1,359#269|360#2690,359#5589|360#55890,atk#15276
600258,600259,58,6,-1,359#278|360#2780,359#5867|360#58670,atk#15544
600259,600260,59,6,-1,359#287|360#2870,359#6154|360#61540,atk#15812
600260,-1,60,6,-1,359#296|360#2960,359#6450|360#64500,atk#16080
600300,600301,0,6,-1,359#0|360#0,359#0|360#0,
600301,600302,1,6,-1,359#5|360#50,359#5|360#50,hp#10256
600302,600303,2,6,-1,359#6|360#60,359#11|360#110,hp#20512
600303,600304,3,6,-1,359#7|360#70,359#18|360#180,hp#30768
600304,600305,4,6,-1,359#8|360#80,359#26|360#260,hp#41024
600305,600306,5,6,-1,359#9|360#90,359#35|360#350,hp#51280
600306,600307,6,6,-1,359#10|360#100,359#45|360#450,hp#61536
600307,600308,7,6,-1,359#11|360#110,359#56|360#560,hp#71792
600308,600309,8,6,-1,359#12|360#120,359#68|360#680,hp#82048
600309,600310,9,6,-1,359#13|360#130,359#81|360#810,hp#92304
600310,600311,10,6,-1,359#14|360#140,359#95|360#950,hp#102560
600311,600312,11,6,-1,359#15|360#150,359#110|360#1100,hp#112816
600312,600313,12,6,-1,359#18|360#180,359#128|360#1280,hp#123072
600313,600314,13,6,-1,359#21|360#210,359#149|360#1490,hp#133328
600314,600315,14,6,-1,359#24|360#240,359#173|360#1730,hp#143584
600315,600316,15,6,-1,359#27|360#270,359#200|360#2000,hp#153840
600316,600317,16,6,-1,359#30|360#300,359#230|360#2300,hp#164096
600317,600318,17,6,-1,359#33|360#330,359#263|360#2630,hp#174352
600318,600319,18,6,-1,359#36|360#360,359#299|360#2990,hp#184608
600319,600320,19,6,-1,359#39|360#390,359#338|360#3380,hp#194864
600320,600321,20,6,-1,359#42|360#420,359#380|360#3800,hp#205120
600321,600322,21,6,-1,359#45|360#450,359#425|360#4250,hp#215376
600322,600323,22,6,-1,359#49|360#490,359#474|360#4740,hp#225632
600323,600324,23,6,-1,359#53|360#530,359#527|360#5270,hp#235888
600324,600325,24,6,-1,359#57|360#570,359#584|360#5840,hp#246144
600325,600326,25,6,-1,359#61|360#610,359#645|360#6450,hp#256400
600326,600327,26,6,-1,359#65|360#650,359#710|360#7100,hp#266656
600327,600328,27,6,-1,359#69|360#690,359#779|360#7790,hp#276912
600328,600329,28,6,-1,359#73|360#730,359#852|360#8520,hp#287168
600329,600330,29,6,-1,359#77|360#770,359#929|360#9290,hp#297424
600330,600331,30,6,-1,359#81|360#810,359#1010|360#10100,hp#307680
600331,600332,31,6,-1,359#85|360#850,359#1095|360#10950,hp#317936
600332,600333,32,6,-1,359#91|360#910,359#1186|360#11860,hp#328192
600333,600334,33,6,-1,359#97|360#970,359#1283|360#12830,hp#338448
600334,600335,34,6,-1,359#103|360#1030,359#1386|360#13860,hp#348704
600335,600336,35,6,-1,359#109|360#1090,359#1495|360#14950,hp#358960
600336,600337,36,6,-1,359#115|360#1150,359#1610|360#16100,hp#369216
600337,600338,37,6,-1,359#121|360#1210,359#1731|360#17310,hp#379472
600338,600339,38,6,-1,359#127|360#1270,359#1858|360#18580,hp#389728
600339,600340,39,6,-1,359#133|360#1330,359#1991|360#19910,hp#399984
600340,600341,40,6,-1,359#139|360#1390,359#2130|360#21300,hp#410240
600341,600342,41,6,-1,359#145|360#1450,359#2275|360#22750,hp#420496
600342,600343,42,6,-1,359#152|360#1520,359#2427|360#24270,hp#430752
600343,600344,43,6,-1,359#159|360#1590,359#2586|360#25860,hp#441008
600344,600345,44,6,-1,359#166|360#1660,359#2752|360#27520,hp#451264
600345,600346,45,6,-1,359#173|360#1730,359#2925|360#29250,hp#461520
600346,600347,46,6,-1,359#180|360#1800,359#3105|360#31050,hp#471776
