id,name,brief,desc
4104009,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
7284,고양이 구조대,스킨,캐시의 고양이 구조대 스킨
27284,고양이 구조대,스킨,캐시의 고양이 구조대 스킨
7285,한가한 여름날,스킨,프로메테우스의 한가한 여름날 스킨
27285,한가한 여름날,스킨,프로메테우스의 한가한 여름날 스킨
930225,5성 연화 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환 할 수 있습니다."
53019,연화,,
653026,연화,,
753019,연화,,
392,입학 퀴즈 참가권,이벤트 아이템,"이벤트 아이템, 입학 퀴즈에서 사용합니다."
4203015,일반 선택 팩,선택 팩,"귀중한 보물 상자. 오픈 시 원하는 보상을 선택할 수 있습니다：'골드*7M, 경험치 드링크*7M, 도시락*4000, 크리스탈 검*4000'"
4201033,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*5000000, 경험치 드링크*5000000, 도시락*3000, 크리스탈 검*3000, 사역마 비스킷*2000, 에센스 비스킷*250, 사역마 크리스탈*125, 심원 공명석*1000, 찬란 공명석*100'"
4104010,5성 소녀 선택 팩(6대 학부 포함)(우주 정거장 제4기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4102045,5성 소녀 선택 팩(우주 정거장 제4기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다. (팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101059,5성 소녀 선택 팩(우주 정거장 제4기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4302034,프리미엄 스킨 선택 팩(우주 정거장 제4기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
7286,해변의 파도,스킨,다이애나의 해변의 파도 스킨
27286,해변의 파도,스킨,다이애나의 해변의 파도 스킨
7287,화려한 서약 반지,스킨,노반의 화려한 서약 반지 스킨
7288,하늘로 향하는 서핑,스킨,노반의 하늘로 향하는 서핑 스킨
27288,하늘로 향하는 서핑,스킨,노반의 하늘로 향하는 서핑 스킨
7289,마음대로 하는 낚시,스킨,천기•제갈량의 마음대로 하는 낚시 스킨
27289,마음대로 하는 낚시,스킨,천기•제갈량의 마음대로 하는 낚시 스킨
7290,해변의 파티,스킨,헤르메스의 해변의 파티 스킨
27290,해변의 파티,스킨,헤르메스의 해변의 파티 스킨
7291,해변의 허니,스킨,큐피드의 해변의 허니 스킨
27291,해변의 허니,스킨,큐피드의 해변의 허니 스킨
9132,오리!,채팅 이모티콘,2022년 수영복 시즌 채팅 이모티콘
393,10회 뽑기 티켓,소환 아이템,[c][d76500]8월 5일[-][/c]에 오픈될 '신입생 캡슐 뽑기' 이벤트 기간 동안 프리미엄 캡슐 뽑기에 사용 가능하며 이벤트 종료 후 아이템은 회수되오니 유의하시기 바랍니다.
4102046,5성 소녀 선택 팩,선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다. (팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4203016,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*1300000, 경험치 드링크*1300000, 도시락*1000, 크리스탈 검*1000, 심원 공명석*1500, 찬란 공명석*150'"
4201034,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*9000000, 경험치 드링크*9000000, 도시락*6500, 크리스탈 검*6500, 에센스*200, 심원 공명석*1000, 찬란 공명석*100'"
4601044,꿈에서 온 악마 디자인 세트 팩,선택 팩,"소중한 보물 상자, 오픈 후 꿈에서 온 악마 세트를 획득합니다. (돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다. 안의 보상 업데이트되지 않습니다.)"
4601045,생크림 베리 디자인 세트 팩,선택 팩,"소중한 보물 상자, 오픈 후 생크림 베리 세트를 획득합니다. (돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다. 안의 보상 업데이트되지 않습니다.)"
4601046,주황색 디자인 세트 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 주황색 디자인 세트를 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
20001083,연화 한정 섬네일,특별 섬네일,연화 한정 섬네일. 선배가 필요하면 나는 선배의 훌륭한 경청자가 되어줄게.
4201035,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*5000000, 경험치 드링크*5000000, 도시락*3500, 크리스탈 검*3500, 사역마 비스킷*2000, 에센스 비스킷*250, 사역마 크리스탈*125'"
7292,해변의 휴식,스킨,이브의 해변의 휴식 스킨
27292,해변의 휴식,스킨,이브의 해변의 휴식 스킨
394,뜰채,이벤트 아이템,"이벤트 아이템, 여름 대방출 이벤트에서 사용할 수 있습니다."
395,금붕어 코인,이벤트 아이템,이벤트 아이템. 여름 대방출 이벤트에서 아이템과 교환 시 사용할 수 있습니다.
396,기간 한정 별빛 코인,소환 아이템,[c][d76500]8월 19일[-][/c]에 오픈될 '별의 낙하' 이벤트 기간 동안 별하늘 제단에서 소녀를 소환할 때 사용 가능하며 이벤트 종료 후 아이템은 회수되오니 유의하시기 바랍니다.
397,탐색 포인트,이벤트 포인트,별빛 여정으로 획득 가능. 일정 수량 모으면 별빛 패스에서 대응하는 보상을 수령할 수 있습니다.
398,별빛 스톤,이벤트 아이템,별빛 여정 이벤트를 통해 획득 가능. 상점에서 보상과 교환할 수 있습니다.
7293,해변의 계략,스킨,원초·드라큘라의 해변의 계략 스킨
27293,해변의 계략,스킨,원초·드라큘라의 해변의 계략 스킨
930226,10성 엘리시아 조각,소녀 소환,"조각 100개를 모으면, 소녀를 소환 할 수 있습니다."
757002,엘리시아,소녀,천이 학부 10성 소녀-엘리시아
800002,엘리시아,,엘리시아의 13성 스킨
900002,엘리시아,,엘리시아의 15성 스킨
20001084,엘리시아 한정 섬네일,특별 섬네일,엘리시아 한정 섬네일. 그녀는 물고기를 선배님한테 선물해주고 싶네요!
4104011,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
402,챌린지 티켓,특별 아이템,별빛 여정 이벤트에서 적을 도전하는 데 사용됩니다.
4302035,프리미엄 스킨 선택 팩(우주 정거장 제5기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4104012,5성 소녀 선택 팩(6대 학부 포함)(우주 정거장 제5기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4102047,5성 소녀 선택 팩(우주 정거장 제5기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101060,5성 소녀 선택 팩(우주 정거장 제5기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다. (팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101061,5성 소녀 선택 팩,선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
7294,담당 회계사,스킨,베라의 담당 회계사 스킨
27294,담당 회계사,스킨,베라의 담당 회계사 스킨
930228,5성 레비야 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환할 수 있습니다."
51019,레비야,,
651026,레비야,,
751019,레비야,,
9004,엘리시아,,
9005,엘리시아,,
403,스킨 주문서,이벤트 아이템,"이벤트 아이템, 스킨 주문 제작에서 사용할 수 있습니다."
404,스킨 주문 영수증,이벤트 아이템,"이벤트 아이템, 스킨 주문 제작 상점에서 아이템을 교환할 수 있습니다."
405,주문 진도,이벤트 아이템,이벤트 아이템. 스킨 주문 제작에서 레전드 스킨을 교환할 수 있습니다.
7298,나비들과의 서약,스킨,카렌&베티의 나비들과의 서약 스킨
27298,나비들과의 서약,스킨,카렌&베티의 나비들과의 서약 스킨
7296,꽃 속 깊은 곳,스킨,미아의 꽃 속 깊은 곳 스킨
27296,꽃 속 깊은 곳,스킨,미아의 꽃 속 깊은 곳 스킨
4302036,프리미엄 스킨 선택 팩(러블리 표류기 제23기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4102048,5성 소녀 선택 팩(러블리 표류기 제23기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다. (팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101062,5성 소녀 선택 팩(러블리 표류기 제23기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4601047,주황색 디자인 선택 팩(머리 장신구),선택 팩,"귀중한 보물 상자, 오픈 시 원하는 주황색 디자인 세트의 머리 장신구를 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4201036,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*1000000, 경험치 드링크*1000000, 도시락*700, 크리스탈 검*700, 사역마 비스킷*400, 에센스 비스킷*50, 사역마 크리스탈*25, 입문 수업자료*1000, 비밀 수업자료*200, 심원 공명석*200, 찬란 공명석*20'"
4705004,풍경 상자-빨간색,선택 팩,오픈 후 원하는 보상을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 상자 내 내용은 업데이트되지 않음)
9133,너무해!,채팅 이모티콘,미아의 '너무해!' 채팅 이모티콘
8080,개양귀비,섬네일 프레임,스킨 주문 팩 구입으로 획득
4302037,프리미엄 스킨 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
406,10회 뽑기 티켓,소환 아이템,[c][d76500]9월 2일[-][/c]에 오픈될'신입생 캡슐 뽑기' 이벤트 기간 동안 프리미엄 캡슐 뽑기에 사용 가능하며 이벤트 종료 후 아이템은 회수되오니 유의하시기 바랍니다.
7297,연잎과 연꽃,스킨,연화의 연잎과 연꽃 스킨
27297,연잎과 연꽃,스킨,연화의 연잎과 연꽃 스킨
20001085,레비야 한정 섬네일,특별 섬네일,레비야 한정 섬네일. 평화를 위해 저는 최선을 다하겠습니다!
4104013,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4201037,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*2000000, 경험치 드링크*2000000, 도시락*1500, 크리스탈 검*1500, 사역마 비스킷*800, 에센스 비스킷*100, 사역마 크리스탈*50, 동아리 코인*2000, 입문 수업자료*2000, 비밀 수업자료*400'"
8081,강아지와 단풍잎,섬네일 프레임,강아지를 도와주세요 스테이지 100 통과 후 획득
1900013,연못 속 단풍잎,가구,여름은 지나고 가을은 왔어요.
4302038,프리미엄 스킨 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
7299,초가을,스킨,이브의 초가을 스킨
27299,초가을,스킨,이브의 초가을 스킨
7300,달빛 아래의 학,스킨,시즈코의 달빛 아래의 학 스킨
27300,달빛 아래의 학,스킨,시즈코의 달빛 아래의 학 스킨
407,추석 선택 팩,재료 상자,"오픈 후, 상자 안에 보상 중 하나를 선택할 수 있습니다. (상자 획득 후, 상자 내 보상 내용은 업데이트되지 않음)"
4201038,일반 선택 팩,선택 팩,"귀중한 보물 상자. 오픈 시 원하는 보상을 선택할 수 있습니다: '사역마 비스킷*2000, 에센스 비스킷*250, 사역마 크리스탈*125, 입문 수업자료*5000, 비밀 수업자료*1000'"
4101063,5성 소녀 선택 팩,선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
7301,가을의 그리움,스킨,천기•제갈량의 가을의 그리움 스킨
27301,가을의 그리움,스킨,천기•제갈량의 가을의 그리움 스킨
4104014,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
408,배터리,이벤트 아이템,"이벤트 아이템, 게임기 수리 대작전 이벤트에서 사용할 수 있습니다."
4102049,5성 소녀 선택 팩(우주 정거장 제6기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다. (팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4104015,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4104016,5성 소녀 선택 팩(6대 학부 포함)(우주 정거장 제6기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101064,5성 소녀 선택 팩(우주 정거장 제6기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4302039,프리미엄 스킨 선택 팩(우주 정거장 제6기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4402012,주황색 혼기 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 주황색 전속 혼기를 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
7302,질주 롱보드,스킨,시그마의 질주 롱보드 스킨
27302,질주 롱보드,스킨,시그마의 질주 롱보드 스킨
4204015,자원 선택 팩,선택 팩,"귀중한 보물 상자. 오픈 시 원하는 보상을 선택할 수 있습니다：'골드*1000000, 경험치 드링크*1000000, 도시락*700, 크리스탈 검*700'"
7303,불을 전달하는 길,스킨,프로메테우스의 불을 전달하는 길 스킨
27303,불을 전달하는 길,스킨,프로메테우스의 불을 전달하는 길 스킨
20001086,안수나 한정 섬네일,특별 섬네일,안수나 한정 섬네일. 이래도 저한테 안 반했어요?
930229,5성 안수나 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환할 수 있습니다."
52020,안수나,,
652027,안수나,,
752020,안수나,,
4101065,5성 소녀 선택 팩(러블리 표류기 제24기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4102050,5성 소녀 선택 팩(러블리 표류기 제24기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4302040,프리미엄 스킨 선택 팩(러블리 표류기 제24기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4601048,주황색 디자인 선택 팩(상의 부분),선택 팩,"귀중한 보물 상자, 오픈 시 원하는 주황색 디자인 세트의 상의 부분을 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
409,10회 뽑기 티켓,소환 아이템,[c][d76500]9월 30일[-][/c]에 오픈될'신입생 캡슐 뽑기' 이벤트 기간 동안 프리미엄 캡슐 뽑기에 사용 가능하며 이벤트 종료 후 아이템은 회수되오니 유의하시기 바랍니다.
410,나침반,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트에서 사용할 수 있습니다."
411,보물 코인,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 용궁의 보물 창고 이벤트에서 보상과 교환 시 사용 가능합니다."
412,나무상자,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 획득할 때마다 추가로 보물 코인 30개 획득합니다."
413,철상자,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 획득할 때마다 추가로 보물 코인 60개 획득합니다."
414,은상자,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 획득할 때마다 추가로 보물 코인 80개 획득합니다."
415,황금상자,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 획득할 때마다 추가로 보물 코인 100개 획득합니다."
416,호화로운 상자,이벤트 아이템,"이벤트 아이템, 심해 속 보물찾기 이벤트를 통해 획득 가능. 획득할 때마다 추가로 보물 코인 120개 획득합니다."
7304,폭풍 속에 출항,스킨,이브의 폭풍 속에 출항 스킨
27304,폭풍 속에 출항,스킨,이브의 폭풍 속에 출항 스킨
4302041,프리미엄 스킨 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4302042,프리미엄 스킨 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
7306,최고 킬러와의 서약,스킨,캐스의 최고 킬러와의 서약 스킨
27306,최고 킬러와의 서약,스킨,캐스의 최고 킬러와의 서약 스킨
7305,사랑의 멜로디,스킨,큐피드의 사랑의 멜로디 스킨
27305,사랑의 멜로디,스킨,큐피드의 사랑의 멜로디 스킨
7307,보물을 향한 출항,스킨,맹획의 보물을 향한 출항 스킨
27307,보물을 향한 출항,스킨,맹획의 보물을 향한 출항 스킨
4302043,프리미엄 스킨 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
7308,심해 여정,스킨,레비야의 심해 여정 스킨
27308,심해 여정,스킨,레비야의 심해 여정 스킨
7309,다크한 여왕,스킨,원초·드라큘라의 다크한 여왕 스킨
27309,다크한 여왕,스킨,원초·드라큘라의 다크한 여왕 스킨
425,초보자 펀드,이벤트 아이템,이벤트 아이템. 획득 후 초보자 펀드 보상 해제 가능.
427,사랑의 화살,이벤트 아이템,"이벤트 아이템, 같은 마음 이벤트에서 사용할 수 있습니다."
7310,꿈 속의 별,스킨,엘리시아의 꿈 속의 별 스킨
27310,꿈 속의 별,스킨,엘리시아의 꿈 속의 별 스킨
7311,해바라기,스킨,시즈코의 해바라기 스킨
27311,해바라기,스킨,시즈코의 해바라기 스킨
7312,금지된 춤,스킨,프로메테우스의 금지된 춤 스킨
27312,금지된 춤,스킨,프로메테우스의 금지된 춤 스킨
417,영혼의 스톤,특별 아이템,영혼 장비·영혼 도구 업그레이드 시 사용됩니다.
418,영혼의 거울,특별 아이템,영혼 장비·영혼 도구 영혼 주입 시 사용됩니다.
419,주문,특별 아이템,영혼 장비·영혼 결정체 돌파 시 사용됩니다.
420,부적,특별 아이템,영혼 장비·영혼 결정체 기원 시 사용됩니다.
421,영혼의 대륙 도전 티켓,특별 아이템,영혼의 대륙의 도전에 사용됩니다.
422,영혼의 나뭇가지,특별 아이템,영혼의 대륙의 상점에서 아이템 구매 시 사용됩니다.
423,영혼 코인,특별 아이템,영혼의 대륙의 영혼 결정체 보상풀에서 보상을 뽑을 때 사용됩니다.
424,희귀 영혼 코인,특별 아이템,영혼의 대륙의 영혼 결정체 보상풀에서 보상을 뽑을 때 사용됩니다.
6773,밤의 화살,혼기,
6774,밤의 화살,혼기,
6775,밤의 화살,혼기,
6776,밤의 화살,혼기,
6777,밤의 화살,혼기,
6778,밤의 화살,혼기,
67781,밤의 화살,혼기,
67782,밤의 화살,혼기,
67783,밤의 화살,혼기,
8082,마음의 불,섬네일 프레임,소장 수첩 구입 후 획득
1900014,불멸한 횃불,가구,연료가 없지만 계속 불타오릅니다.
4102051,5성 소녀 선택 팩(우주 정거장 제7기),선택 팩,"오픈 후, 진성과 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4104017,5성 소녀 선택 팩(6대 학부 포함)(우주 정거장 제7기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4101066,5성 소녀 선택 팩(우주 정거장 제7기),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4302044,프리미엄 스킨 선택 팩(우주 정거장 제7기),선택 팩,"귀중한 보물 상자, 오픈 후 원하는 스킨을 스스로 선택할 수 있습니다. (돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4101067,5성 소녀 선택 팩,선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)."
4104018,5성 소녀 선택 팩(6대 학부 포함),선택 팩,"오픈 후, 은신, 신위, 풍견, 담화, 진성 및 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4201039,일반 선택 팩,선택 팩,"귀중한 보물 상자. 오픈 시 원하는 보상을 선택할 수 있습니다: '사역마 비스킷*4000, 에센스 비스킷*500, 사역마 크리스탈*250, 입문 수업자료*10000, 비밀 수업자료*2000, 동아리 코인*3000'"
8083,해바라기와 학,섬네일 프레임,스킨 주문 팩 구입으로 획득
9134,감사,채팅 이모티콘,시즈코의 '감사' 채팅 이모티콘
5100001,하늘의 날개,영혼 장비-영혼 도구,
5100002,사슴뿔,영혼 장비-영혼 도구,
5100003,솔방울,영혼 장비-영혼 도구,
5100004,비늘 도끼,영혼 장비-영혼 도구,
5100005,수정 버섯,영혼 장비-영혼 도구,
5100006,물고기 화석,영혼 장비-영혼 도구,
5100007,유리병 속의 모래,영혼 장비-영혼 도구,
5100008,신비한 나비,영혼 장비-영혼 도구,
5100009,괴물의 촉수,영혼 장비-영혼 도구,
5100010,여우 가면,영혼 장비-영혼 도구,
5100011,노래하는 골뱅이,영혼 장비-영혼 도구,
5100012,숲의 눈,영혼 장비-영혼 도구,
5100013,산호 조개,영혼 장비-영혼 도구,
5100014,영광의 뿔,영혼 장비-영혼 도구,
5100015,고양이의 발,영혼 장비-영혼 도구,
5100016,드림캐처,영혼 장비-영혼 도구,
5100017,저주 받은 뱀,영혼 장비-영혼 도구,
5100018,유리병 속의 원앙새,영혼 장비-영혼 도구,
5100019,자연의 뿔,영혼 장비-영혼 도구,
5200001,물고기,결정체 세트,대미지 입을 때 1회의 대미지는 자신 최대 HP의 30% 초과하지 않다.(대미지 감소량은 자신 최대 HP의 100% 초과하지 않으며 매 라운드 최대 3번 발동 가능.)
5200002,해파리,결정체 세트,전투 시 자신이 1%의 치명타 저항을 보유할 때마다 추가로 0.5%의 대미지 감소를 획득한다. 자신이 치명타를 받을 때 1라운드 동안 30%의 치명타 저항 증가.
5200003,게,결정체 세트,라운드 시작 시 '게딱지' 1스택 획득. '게딱지' 효과 1라운드 동안 지속. 게딱지: 스킬 특수 효과. 소지자가 임의의 대미지를 받을 때 '게딱지' 1스택 소모되며 해당 대미지를 무효화한다.
5200004,환상의 양,결정체 세트,대미지 3번 가할 때마다 다음 공격 시 가할 대미지 60% 증가.
5200005,기린,결정체 세트,HP가 해당 적 최대 HP 80% 이상인 적을 공격 시 가할 대미지 40% 증가.
5200006,도마뱀,결정체 세트,보스에게 가할 대미지는 50% 증가.
5200007,구미호,결정체 세트,"라운드 종료 시, 만약 자신이 이번 라운드에 일반 공격 가하거나 구속 받을 경우, 전체 아군 소녀 2라운드 동안 15%의 가드 및 15%의 면역력 획득."
5200008,고양이,결정체 세트,보호막 회복 25% 증가. 자신이 액티브 스킬 발동 시 만약 보호막 소지할 경우 아군 소녀 중 HP 가장 낮은 소녀 1명의 최대 HP 20%만큼의 보호막을 회복한다.
5200009,봉황,결정체 세트,"치료 효과 25% 증가. 자신이 HP 회복 시 랜덤으로 아군 소녀 1명의 디버프(지속 대미지, 특성 효과 감소, 구속 효과, 표식) 1가지를 제거한다. 1라운드에 최대 1회 발동 가능."
5200101,랜덤 1성 푸른 결정체,랜덤 보상,"랜덤 세트, 랜덤 부위의 푸른 품질의 1성 결정체 1개. 돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다."
5200102,랜덤 2성 푸른 결정체,랜덤 보상,"랜덤 세트, 랜덤 부위의 푸른 품질의 2성 결정체 1개. 돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다."
5200103,랜덤 3성 푸른 결정체,랜덤 보상,"랜덤 세트, 랜덤 부위의 푸른 품질의 3성 결정체 1개. 돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다."
5200104,랜덤 4성 푸른 결정체,랜덤 보상,"랜덤 세트, 랜덤 부위의 푸른 품질의 4성 결정체 1개. 돋보기 아이콘을 클릭하면 자세한 내용을 확인할 수 있습니다."
5201101,물고기 · 1,영혼 장비-영혼 결정체,결정체 세트 '물고기'의 1번째 칸. 메인 특성: 공격력
5201102,물고기 · 1,영혼 장비-영혼 결정체,결정체 세트 '물고기'의 1번째 칸. 메인 특성: 공격력
5201103,물고기 · 1,영혼 장비-영혼 결정체,결정체 세트 '물고기'의 1번째 칸. 메인 특성: 공격력
