id,name,brief,desc
5200002,Méduse Flottante,Pierre d'Âme Intégrale,"Durant la bataille, la Résistance aux Dégâts de la porteuse sera augmentée de 0,5% pour chaque 1% de sa Résistance aux Critiques. Lorsque la porteuse reçoit un Coup Critique, sa Résistance aux Critiques sera augmentée de 30% pendant 1 tour."
5200003,Crabe Incisif,Pierre d'Âme Intégrale,"Au début de la bataille, la porteuse obtient 1 couche de Carapace du Crabe pendant 1 tour.\nCarapace du Crabe (Effet de Compétence) : Lorsque la porteuse subit des dégâts, 1 couche de Carapace du Crabe sera consommée pour neutraliser ces dégâts."
5200004,Chèvre Fantôme,Pierre d'Âme Intégrale,"Dès lors que la porteuse inflige des dégâts pour la quatrième fois, ces derniers seront augmentés de 60% (réitérable)."
5200005,Qilin de Feu,Pierre d'Âme Intégrale,Augmente de 40% les dégâts infligés à la cible dont ses PV sont supérieurs à 80%.
5200006,Lézard Rusé,Pierre d'Âme Intégrale,Augmente de 50% les dégâts infligés à Boss ennemi.
5200007,Jeune Kumiho,Pierre d'Âme Intégrale,"À la fin de chaque tour, si durant le tour, la porteuse a lancé son Attaque Basique ou bien n'a lancé aucune attaque, alors augmente de 15% le Blocage et de 15% l'Immunité de toutes ses alliées pendant 2 tours."
5200008,Chat Brodeur,Pierre d'Âme Intégrale,"Augmente de 25% la valeur de Barrière obtenue. Lorsque la porteuse sous la protection d'une Barrière lance sa Compétence Active, elle fournit une Barrière (20% des PV Max de la cible) à l'alliée ayant le moins de PV."
5200009,Phénix Majestueux,Pierre d'Âme Intégrale,"Augmente les Soins de 25%. Lorsque la porteuse récupère des PV, elle enlèvera 1 Effet Négatif (Dégâts sur la Durée, Malus d'Attribut, Marque, Effet de Contrôle) sur 1 alliée aléatoire (déclenchable qu'une seule fois à chaque tour)."
5200101,Éclat d'une Pierre d'Âme Bleue 1 étoile,Récompense Aléatoire,À utiliser pour obtenir aléatoirement 1 Éclat de Pierre d'Âme Bleu 1 étoile (touchez la loupe pour en savoir plus)
5200102,Éclat d'une Pierre d'Âme Bleue 2 étoiles,Récompense Aléatoire,À utiliser pour obtenir aléatoirement 1 Éclat de Pierre d'Âme Bleu 2 étoiles (touchez la loupe pour en savoir plus)
5200103,Éclat d'une Pierre d'Âme Bleue 3 étoiles,Récompense Aléatoire,À utiliser pour obtenir aléatoirement 1 Éclat de Pierre d'Âme Bleu 3 étoiles (touchez la loupe pour en savoir plus)
5200104,Éclat d'une Pierre d'Âme Bleue 4 étoiles,Récompense Aléatoire,À utiliser pour obtenir aléatoirement 1 Éclat de Pierre d'Âme Bleu 4 étoiles (touchez la loupe pour en savoir plus)
5201101,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201102,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201103,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201104,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201105,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201106,Poisson de Fortune · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : Attaque"
5201201,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201202,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201203,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201204,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201205,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201206,Poisson de Fortune · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Poisson de Fortune, Attribut Principal : PV"
5201301,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201302,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201303,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201304,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201305,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201306,Poisson de Fortune · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5201401,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5201402,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5201403,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5201404,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5201405,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5201406,Poisson de Fortune · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Poisson de Fortune, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202101,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202102,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202103,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202104,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202105,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202106,Méduse Flottante · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Méduse Flottante, Attribut Principal : Attaque"
5202201,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202202,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202203,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202204,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202205,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202206,Méduse Flottante · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Méduse Flottante, Attribut Principal : PV"
5202301,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202302,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202303,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202304,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202305,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202306,Méduse Flottante · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5202401,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202402,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202403,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202404,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202405,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5202406,Méduse Flottante · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Méduse Flottante, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203101,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203102,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203103,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203104,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203105,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203106,Crabe Incisif · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Crabe Incisif, Attribut Principal : Attaque"
5203201,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203202,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203203,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203204,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203205,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203206,Crabe Incisif · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Crabe Incisif, Attribut Principal : PV"
5203301,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203302,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203303,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203304,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203305,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203306,Crabe Incisif · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5203401,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203402,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203403,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203404,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203405,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5203406,Crabe Incisif · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Crabe Incisif, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204101,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204102,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204103,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204104,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204105,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204106,Chèvre Fantôme · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : Attaque"
5204201,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204202,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204203,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204204,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204205,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204206,Chèvre Fantôme · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Chèvre Fantôme, Attribut Principal : PV"
5204301,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204302,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204303,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204304,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204305,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204306,Chèvre Fantôme · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5204401,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204402,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204403,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204404,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204405,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5204406,Chèvre Fantôme · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Chèvre Fantôme, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205101,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205102,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205103,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205104,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205105,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205106,Qilin de Feu · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Qilin de Feu, Attribut Principal : Attaque"
5205201,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205202,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205203,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205204,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205205,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205206,Qilin de Feu · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Qilin de Feu, Attribut Principal : PV"
5205301,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205302,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205303,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205304,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205305,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205306,Qilin de Feu · 3,Éclat de\nPierre d'Âme,"Éclat 3 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Critique/Précision/Soins/Chance de Contrôle/Dégâts Divins/Dégâts des Compétences"
5205401,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205402,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205403,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205404,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205405,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5205406,Qilin de Feu · 4,Éclat de\nPierre d'Âme,"Éclat 4 de Pierre d'Âme - Qilin de Feu, obtenez l'un des Attributs Principaux suivants : Résistance aux Critiques/Blocage/Soins Reçus/Immunité/Dégâts Divins/Dégâts des Compétences"
5206101,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206102,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206103,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206104,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206105,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206106,Lézard Rusé · 1,Éclat de\nPierre d'Âme,"Éclat 1 de Pierre d'Âme - Lézard Rusé, Attribut Principal : Attaque"
5206201,Lézard Rusé · 2,Éclat de\nPierre d'Âme,"Éclat 2 de Pierre d'Âme - Lézard Rusé, Attribut Principal : PV"
