id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,false_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
14002,Veila,Les Fées veulent être tes amies... Ca c'est Ashu et ça c'est Mira... Quoi ? Tu ne peux pas les voir ? Quel dommage...,Attention ! Cet enfant est effrayé... Qui est cet enfant ? Elle est pas là-bas ? C'est mon ami !,"Les Fées sont plutôt mécontentes en ce moment. Je voudrais être amie avec les humains, mais je ne veux pas les effrayer. Est-ce que tu as des conseils à me donner ?",Tu m'as appelé ? Désolé... Cela fait très longtemps que je n'ai pas parlé avec des humains,"Maître, si tu as quelque chose à dire, crache le morceau avant que tu ne le regrette ! Je ne sais peut-être pas grand chose, mais les Fées, elles savent !","Maître, tu ne peux pas gagner si tu ne t'entraînes pas ! C'est ce que les Fées ont dit !",C'est l'heure ! Allons-y !,Fées ! Donnez moi votre pouvoir !,Hikasa Yōko,"Maître, tu sais que je n'aime pas ça...",Merci Maître pour ton cadeau,"Hahaha, les Fées aussi aiment ce cadeau, merci Maître","J'aime les fées... Les fées t'aiment... Alors si je t'aime, est-ce que c'est quelque chose de bizarre ?",Maître ! C'est vraiment toi ?,Les elfes rigolent~,"J'ai trouvé une nouvelle fée, peut-être qu'elle est perdue ?",填充,填充,Les fées m'ont dit que cela pourrait t'aider~,"Super, ce doit être assez.",Mes fées sont pressées de prouver leurs capacités~,"J'aime beaucoup cette chambre, même mes fées sont heureuses~",Mes fées te souhaite le bonjour~,"Milly ! Ce n'est pas bien de jouer des tours aux personnes qui dorment ! Maître doit être très fatigué, laissez-le dormir.","J'ai entendu dire que tu devais aller travailler aujourd'hui, ne te fatigue pas trop.","Récupère tes récompenses, tu as beaucoup travaillé pour les avoir.",Les fées m'ont dit qu'il y avait que le mal se répand ! Maître fais attention !,C'est grâce à l'aide de tout le monde que nous avons gagné aujourd'hui.,"Je suis désolée, je n'ai pas répondu à vos attentes les amis.",填充,填充,填充,填充
14003,Yuri,J'étais en train de collecter des champignons et je me suis perdue. Tu peux me raccompagner chez moi ? Je suis qui ? Je suis l'esprit des champignons,"Récupérer des champignons ! Encore et encore ! 1, 2, 3, 4, 5 !... Ah, j'ai pas assez de force pour prendre celui-ci",Notre champ a toujours beaucoup de récolte ! Parce que mon nom c'est 「Yuri」!,Ne bouge pas ! Je veux qu'ils puissent prendre un bon bain de soleil pour qu'ils puissent mieux pousser !,Il n'y a rien de mieux sur Terre que les champignons !,"Ta maman ne te l'a jamais dit ? Les beaux champignons ne peuvent pas être mangé ! Alors d'après toi, est-ce qu'une Fille aussi jolie que moi peut être mangé ?",Travaille !,Pousse !,Kanno Mai,Je... Je n'en ai pas vraiment besoin...,Tu veux sérieusement me donner un cadeau aussi superficiel ?,Je sais que tu vas m'offrir le cadeau que je préfére !,"Tu m'as fait un serment, alors il faut que tu le gardes ! Je te surveillerai désormais !","Tu es de retour, j'ai trouvé des champignons intéressants~",Je continuerai de grandir~,Ce genre de chose ne m'arrête pas si facilement !,填充,填充,Est-ce que tu veux me donner des champignons ?,"Ne t'inquiète pas, j'ai mon champignon, c'est suffisant pour moi~",Laisse moi juste le temps de récolter tous les champignons des environs~,La poignée de la porte est trop haute pour moi...,"As-tu besoin d'une brochette de champignon, Senpai ?","Réveille toi, Senpai ! Tu vas être vaporisé si tu restes trop longtemps au soleil...","Senpai, est-ce que tu peux m'apprendre à faire ton travail ?","Est-ce que c'est ta récompense là-bas, Senpai ?","Je ne sais pas ce qu'il se passe sur le campus, mais la forêt ne semble pas affectée~",Ne sous-estimez pas mes champignons !,Ahhhh… j'ai perdu…,填充,填充,填充,填充
21001,Talia,Tu veux explorer un nouveau monde avec moi ? Ce que nous savons du monde actuel n'est qu'une petite partie de la réalité !,Explorer des territoires inconnus ça donne du sens à la vie,"Ma vie est une aventure. Je ne sais pas ce qui m'attend, mais si personne ne fait ce premier pas, il n'y aura jamais de départ","Lunettes de protection, jean, et veste. Les équipements de base d'un aventurier !",Il y a beaucoup de choses qui nous attendent sur la terre qui n'attend que nous pour les découvrir. Y'a t'il des raisons pour lesquelles il ne faudrait pas y aller ?,Tu ne pourras jamais aller de l'avant si tu fuis toujours !,L'aventure commence !,Prêt pour l'explosion !,Hino Yumi,Ce n'est pas intéressant !,Merci pour ton cadeau,"C'est très intéressant, tu as eu ça où ? Merci !","Je t'amènerai t'amuser partout, jusqu'au bout du monde même ! Alors maintenant, donne moi ta main~","C'est une très rare opportunité, tu ne veux pas prendre le risque ?",Il est temps de recharger les batteries !,"De l'énergie ! Du pouvoir ! En tant qu'aventurière, j'ai besoin de tout !",填充,填充,"Mes équipements ont été abimés durant ma dernière aventure, j'ai besoin d'un nouvel ensemble~","Avec ça, je peux désormais aller dans les endroits où je ne pouvais pas aller auparavant !",Est-ce que tu veux partir en aventure avec moi ? C'est sûrement plus intéressant que de rester sur le campus~,"Si tu ne me vois pas à ton retour, ne sois pas surpris, un vrai aventurier ne reste jamais trop longtemps au même endroit~","Je t'ai apporté des souvenirs, j'espère qu'ils te plairont !","J'abandonne, repose-toi un instant sur mon épaule...",C'est presque l'heure pour toi d'aller travailler !,N'oublie pas ta récompense après ta mission !,"Je pense que quelque chose est en train de se produire sur le campus, je pense que l'académie a changé depuis la dernière fois que je suis venue~",Comment pourrais-être faible alors que je suis une aventurière ?,"C'est trop dangereux par ici, partons~",填充,填充,填充,填充
21002,Nasha,"Ah, je m'ennuie. N'y a t'il pas d'endroit où je peux me battre à mon aise ?",Cette dent est fantastique ! Cet os est vraiment très dur ! Je ne sais pas si ce sont des os d'animaux ou d'humain...,"Si tu veux t'entraîner, entraîne toi avec moi. Rien n'est mieux que de se tenir en forme !","T'es trop faible, t'as bien mangé ?","Tu as l'air vraiment fébrile, si tu es trop faible, c'est finit pour toi... Laisse moi t'aider","Un seul coup de poing peut résoudre beaucoup de problème, si non, donne un deuxième.",Viens ! C'est l'heure de se battre !,Attention !,Kubota Risa,"Si tu cherches la bagarre, je suis prête à te faire goûter au marteau !","Merci, devrions-nous nous battre ?","T'es le meilleur, je le garderais comme amulette !",J'ai enfin tué le dragon hier ! J'ai ramené ses ailes comme preuve de mon amour pour toi !,Tu veux aller à la chasse ?,Oh ! C'est sûrement la boisson qui augmente notre puissance !,Viens voir ce que j'ai appris !,填充,填充,"Avec cette armure, je suis capable de tout !",Ce doit être le meilleur équipement !,Tu veux venir chasser avec moi ?,Est-ce que je peux mettre mon trophée ici ?,Salut !,Tu veux venir à ma base secrète ? J'ai un super hamac~,"N'oubliez pas de faire des Job, et ne soyez pas en retard~",Allez collecter les récompenses de mission !,Il y a une émeute sur le campus ! Je pense que des créatures du chaos sont apparus !,Personne ne peut arrêter mon marteau !,Ahhh… mon coup a été bloqué…,填充,填充,填充,填充
21003,Hancer,Encore une règle saoulante ? Brise-la !,Tu veux voir ça qu'est-ce qu'il se passe en prison ? Je t'assure que ce n'est pas quelque chose que tu es prêt d'oublier,Hmmm... Laisse moi t'expliquer ce qu'il va t'arriver si tu me touche encore une fois,"Tu vas aller en classe ? Ca veut dire quoi ça ? Encore des règles, les règles font de tout quelque chose d'ennuyeux...",Tu veux t'en aller faire le tour du monde avec moi ? Cette vie pleine de règle est vraiment des plus enervantes !,Les gens sont limités par beaucoup de règles... Il n'y a pas de différence avec la prison,Le nombre de victime continue à monter !,Héhéhé,Sugiyama Riho,"Tu m'insultes en me donnat ça, tu veux que je te détruise ?",Tu veux savoir ce que je ressens envers le cadeau que tu m'as offert ? Tu peux toujours rêver !,Tu comprends enfin le monde ? Cassons-nous alors !,"Je déteste être restreinte par les règles et les serments, mais pour toi j'accepte~",Tu es enfin de retour~,A quoi sert cette boisson ? Suis-je donc supposée me battre avec ces chaînes ?,Je leur ferai payer dès que je suis libre !,填充,填充,Je préfère tout de même ma tenue de prisonnière~,"Es-tu certain de vouloir me donner ça, à moi ?",J'aime le chaos !,J'aime cet endroit ! Il va devenir mon nouveau quartier général !,? Ne me dérange pas !,Tu sais quoi ? Faire sortir tous les élèves du campus avec quelques explosifs devrait être amusant !,Il est temps de faire des Job !,Senpai~ avez-vous collecté les récompenses de mission ?,Il semble qu'il y a encore des problèmes sur le campus !,Suivre les règles à la lettre nest pas toujours la bonne solution !,C'est peut-être le moment de s'enfuir~,填充,填充,填充,填充
21004,Nono,"Tu voudrais être mon Maître ? T'es vraiment un homme ? Laisse tomber, si tu essaie de faire quoi que ce soit je ferais de ta vie un enfer !",Les hommes sont stupides ! Tous ! Sans exception !,Comment une Fille pourrait croire en la protection d'un homme ? Vaudrait mieux faire confiance au système de sécurité de la maison...,Est-ce que t'es un harceleur ? Tu me suis tout le temps ? Haha... Les feux de mes véhicules sont morts... Je comprends mieux...,Ce que je déteste... ? Les mecs bizarre comme toi !,"Je vais changer ma batterie, sinon je ne pourrais plus humilier les pervers...",Qu'est-ce que je fais de cet enflure ?,Jet de méduse,Hirota Yuumi,Qu'est-ce que c'est ? C'est dégueu,Je le prendrais qu'une seule fois,C'est très jolie. Merci,Qui veux être avec quelqu'un comme toi ?!... Ah ? Ne pars pas... J'accepte...,"Tu es de retour, pervers !",Donne moi ce Jus d'EXP avant que je ne t'électrocute !,Tu n'es pas qu'un perdant après tout~,填充,填充,Je ne suis pas à vendre !,"Laisse les habits ici, puis pars, je ne vais pas te laisser regarder !",Es-tu un pervers ? Jamais je ne mettrais ça de ma vie !,"Pourquoi m'as-tu emmené ici ? Je te préviens, j'ai mon taser !",Ah ! N'apparaît pas comme ça derrière moi ! Tu risquerais de te faire électrocuter !,Tu es plutôt mignon quand tu dors... Mon p'tit pervers~,Va vite travailler ! Et reste loin de moi !,Tu dois partir après avoir récupéré ta récompense !,"Ah ? Les nouvelles du campus ? Je ne suis pas un journal ! Si tu es interéssé, va voir par toi-même !",Tu as vu à quel point mon taser est puissant ?,"Hmm, je pense que mon taser a besoin d'être amélioré...",填充,填充,填充,填充
22001,Roselle,Hmmm... Accepterais-tu d'être mon mannequin personnel ? Je prendrais tes meilleurs moments en photo !,Peint le monde trait après trait.,"Regarde cette peinture, elle est dans mes rêves. C'est magnifique non ?","Les pots de peintures sont à sec. Maître, peux-tu venir avec moi pour en acheter ? Je vais te montrer un super magasin.","En peignant, tu peux créer ce que tu veux, c'est un peu comme être un dieu.","Ne bouge pas, je vais faire ton portrait",Laisse moi peindre quelque chose pour toi,Peignons ensemble,Nakamura Sakura,Ne me dérange pas quand je peins !,"Merci pour ton cadeau, je veux le peindre dans ma prochaine peinture","Merci pour ton cadeau, je serais une bonne peintre",Regarde ce dessin~ C'est un dessin qui te représente en train de me caliner dans ma robe de mariée... Tu crois que ce serait possible d'en faire une réalité ?,Maître ~ tu es de retour ~,"Avec chaque trait, je m'approche de la vérité~","Savoir mieux dessiner, montre une augmentation de la perception~",填充,填充,Dessiner avec tout ce poids sur moi est un peu difficile !,Est-ce que tu veux que je le porte ? Ou que je le dessine ?,C'est le moment parfait pour aller dehors~,C'est le moment parfait pour dessiner en paix~,"Attends deux secondes, je dois encore faire quelques retouches~","Après avoir commencé à apprendre à dessiner, tu seras capable de remarquer les petits détails que personne ne remarque en temps normal. Tu devrais vraiment essayer~","Maître, c'est l'heure d'aller travailler.","Maître, les récompenses sont prêtes, elles n'attendent que toi !","L'académie est un peu différente désormais, je pense que quelque chose est sur le point de se produire.","C'était un combat épique, je l'enregistrerai dans mon journal !",Je savais que c'était une mauvaise idée...,填充,填充,填充,填充
22002,Hynel,"Le but ultime de ma vie est d'accomplir ma mission. Peu importe l'ennemi, je ne perdrais jamais.",Trop de distractions rendent les gens confus. Alors j'ai coupé tous les ponts,Mes deux yeux sont fermés. Le sens de mon existence est dans le noir !,"Il n'y a pas d'avenir sur ce chemin. Après tout, je n'ai pas besoin de cette chose",C'est inutile si tu n'as aucun pouvoir.,Ta lumière est trop brillante. C'est la lumière que je ne mérite pas,"Accepte la mission, et exécute la !",C'est mon pouvoir,Kawanishi Mai,C'est inutile pour moi...,Est-ce qu'accepter ce cadeau fait parti de la mission ? Compris !,Merci pour ce cadeau. On voit que tu tiens à moi,Est-ce que je suis suffisante pour toi ?... Je vois. Je ferai de mon mieux~,"Tu es de retour, Senpai~","Goutte par goutte, je sens ma puissance qui augmente !",Maintenant je suis prête pour un vrai défi !,填充,填充,Tu as raison d'utiliser le meilleur matériel !,"Afin de pouvoir finir la mission, j'ai besoin d'utiliser le meilleur équipement !","Hynel, à l'attaque~",Ta chambre a vraiment un style unique~,"Les provisions pour la mission suivante sont prêtes, j'attends les ordres !","Le reste est nécessaire, ce n'est pas une raison de trop se fatiguer~","Il est temps de Job, allons-y. Je n'aime pas être en retard ~","Senpai, faites plus attention à vos propres récompenses de mission ~ Il ne faut pas les gaspiller ~",Tu devrais m'envoyer en éclaireur pour voir ce qu'il se passe cette fois-ci~,Trop facile~,Il ne manquait pas grand chose...,填充,填充,填充,填充
22003,Fleur,"Ah, Maître, je t'aime. Je t'aime à en mourir... ! Ahaha ! Ca devient bizarre... !","Maître, aime moi, donne moi de l'amour !","Maître, je suis une bonne Fille. Donne moi une récompense","Ah, quel cri sublime",Quand je souffre je me sens vivante !,J'aime la douleur ! Fais moi mal ! Encore ! Encore !!!,Utilise ce fouet et fouette moi fort ! Oui !!!,Fais-moi ressentir ton amour !,Kouyama Yuki,"Sérieusement ? Maître, tu m'as offert le truc que je déteste le plus...",Tu n'aurais pas du,C'est vraiment pour moi ?!,"C'est mon honneur de devenir ton animal de compagnie, Maître !","Maître, cela fait longtemps que je t'attends~",Maître~ J'en veux toujours plus !,"Oui ! C'est là ! Maître, vas-y plus fort !",填充,填充,N'as-tu rien d'autre de disponible ?,Ah ! C'est mon type d'équipement ça !,"Maître, où veux-tu que j'aille ?",Je t'attendrai ici !,Maître~ Tu es enfin de retour~,C'est donc ça la torture de la patience ?,"Tu vas aller travailler ? Avant ça, fais moi encore un peu mal~","Maître, j'ai récupéré ta récompense, ne l'oublie pas avant de partir~","Quelque chose est en train de se passer sur le campus, si seulement ça pouvait être un peu excitant~",Faites des efforts ! Vous n'avez pas pris votre petit déjeuner ou quoi ?,C'est... c'est trop pour moi...,填充,填充,填充,填充
22004,Meimi,Wow ! T'es ici pour m'attraper ? Super ! Mais je ne me laisserais pas faire !,Voler est un cours quotidien. C'est aussi une passion pour les voleurs !,"Maître, si tu ne dépenses pas tout ton argent, je serais heureuse de t'aider à le dépenser","Excuse-moi, j'ai plus d'argent pour la semaine, et je compte sur toi !",Ah ? L'armoire du Maître ? C'est chiant de le laisser à la maison. Je vais le vendre pour toi !,Allez ! Laisse moi prendre ton cœur ! Non ? Même si tu refuse ça ne m'empêchera pas de l'arracher !,Laisse moi voler quelque chose d'important !,Haha ! Tu ne peux pas me voir !,Hino Yumi,Je n'aime pas ça du tout,Un cadeau pour moi ? C'est très rare ! Merci,Je ne peux pas dire non à ça... Tu veux vraiment voler mon cœur ?,"Sur la route j'ai cueilli une fleur, elle était vraiment très jolie... Ah ? J'irais la replanter après ! Faisons ce Serment~","Tu es de retour, Senpai... Je n'ai rien volé !",Du Jus d'EXP ? Tu parles de ce que j'ai dans la main ?,"Dès que j'ai besoin de quelque chose, mon corps l'obtiendra sans que je m'en rende compte~",填充,填充,Tu peux me donner tout ce que tu veux~ J'aurai ce que j'ai envie un jour ou l'autre.,"C'est peut-être bizarre de porter la culotte d'une autre Fille sur ma tête, mais c'est mon passe-temps préféré !",Voyons voir s'il y a quelque chose d'unique à collecter aujourd'hui~,Voyons voir ce que nous avons ici~,Ah ! Tu es de retour... Je dois donc retourner tes affaires...,Réveille toi ! Autrement je vais te ramener de force chez moi~,N'oublie pas d'aller travailler~ C'est important quand tu ne sais pas voler !,"Senpai, récupère tes récompenses avant que je ne les vole~","Il se passe quelque chose sur le campus, c'est le moment parfait pour voler quelque chose !",Ah ! Je t'ai eu !,Je me suis fait avoir...,填充,填充,填充,填充
23001,Boro,Mon yoyo peut balancer des éclairs ! C'est génial !,Maître ? Aide moi à utiliser le yoyo que j'ai inventé !,Ma pose gagnante ! Trop cool ! Ah ah ah ! Je suis génial !,Ouille ! Je me suis coupé... Ça fait mal...,Je me suis encore râté ! Je devrais fabriquer un yoyo automatique !,"Ma sœur a des armes assez puissantes, mais si c'était les miens, ils pourraient se transformer en quelque chose de cool !",Que la compétition commence !,Free Style！,Nakae Mitsuki,Ne me dérange pas quand je m'entrâine !,"Oh, merci !","Merci de m'avoir offert ce cadeau, c'est très gentil !","Bien sûr que j'accepte, mais tu dois aussi accepter de m'apprendre la nouvelle technique qui est vraiment très classe !","Salut Senpai, est-ce que tu te rappelles que tu as promi de m'apprendre une capacité ultime ?",Je suis devenue encore meilleure qu'avant au Yo-yo~,"Je dois trouver une meilleure technique quand mon Yo-yo me limite, tu ne penses pas ?",填充,填充,Ce fil est parfait pour mon Yo-yo !,Je dois trouver une technique qui me permet d'utiliser mon Yo-yo a demain quand nécessaire.,Laisse moi m'entraîner quelques minutes.,Je ne pense pas que le plafond soit assez haut. Je risque de casser mon Yo-yo à cause de ça !,"Attends deux secondes, je n'ai pas fini de me recoiffer !","Haha, maintenant que tu es endormi, je vais m'entraîner au Yo-yo ! Tu vas être surpris à ton réveil !",Tu es parti travailler ? N'oublie pas de revenir directement après le travail et de m'apprendre le dernier mouvement !,"Si j'étais toi, je récupérerais ma récompense directement en quittant le travail.","Mon Yo-yo ne sert pas qu'à faire du spectacle, il peut aussi servir à repousser les intrus !",Je t'avais prévenu que j'allais te surprendre !,Désolée... je ne pensais pas que ça finirait comme ça...,填充,填充,填充,填充
23002,Lana,"Viens ! L'inscription pour les génies c'est par là ! Il fait super chaud ici, tu veux bien m'acheter une glace ?",Salut ! Tu veux une glace éclair ? Quoi ? Pourquoi c'est éclair ? Laisse tomber les détails...,J'ai un plan pour m'occuper de ces racailles.,"Frotte-le doucement, comme ça, puis... Choc-le !","Ah, une journée ensoleillée comme celle-ci ruine mon humeur. Les orages sont mieux",Je m'ennuie ! Et si nous fabriquions une machine qui contrôle le climat ?,Le tonnerre c'est le plus fort !,La terre va trembler,Tanaka Takako,Je n'aime pas ça du tout...,Merci pour ton cadeau,J'aime beaucoup ça !,"Les objets sont comme les enfants du fabricant, tu m'as beaucoup aidé, tu es donc à moitié parent de mon appareil. Donc... Est-ce que tu veux avoir plus d'enfants avec moi ?",Tu es de retour Senpai ! Ah ? Ne touche surtout pas au truc là-bas~,Les boissons sont toujours meilleures avec des glaçons~,Ceux qui me sous-estime vont bientôt connaître la puissance de l'éclair !,填充,填充,La machine permettant de contrôler la météo est terminée !,"Une combinaison de protection ? Je pense que ce genre de chose diminuerait mon contrôle sur l'éclair, non ?",Allons électrocuter quelques mauvaises personnes !,"Ne t'inquiète pas, mon appareil n'explosera pas.","Viens vite, laisse moi te présenter mon nouvel appareil~",Avec quel type de métal devrai-je fabriquer cette partie ? Je devrais peut-être demander à Senpai à son réveil~,"Senpai, c'est aujourd'hui que tu dois aller travailler ?","Tu m'as beaucoup aidé, alors j'ai récupéré ta récompense pour toi~","Mon appareil pour contrôler la météo n'est pas encore parfait, mais nous pouvons tout de même l'essayer aujourd'hui. Commençons par les ennemis là-bas !","C'est fait, retournons boire nos sodas !","Tu triches, tu dois avoir un isolant électrique quelque part !",填充,填充,填充,填充
23003,Sasuke,Dégage de mon chemin ! Ne me dérange pas pendant ma mission ! Sinon...,Koga style Ninjutsu c'est le mieux ! Tout le monde le sait !,Ne pense pas à me commander... Mis à part si tu as décidé de mourir...,Pourquoi devoir sauver des gens qui ne veulent pas être sauvés ?,"Les mots ""fuir"" ou ""retraite"" n'existent pas dans le dictionnaire d'un vrai ninja ! Nous nous battons jusqu'à la fin","Si tu ne veux pas crever, dégage de ma vue !",Qui va passer l'arme à gauche cette fois-ci ?,C'est pas interessant !,Morinaga Rika,Un vrai ninja n'a besoin de rien !,Qui veux-tu que je tue ?,"Un vrai ninja… Je ne peux pas résister à ce cadeau, merci !!","Si tu n'es pas contre, à partir d'aujourd'hui, je me battrai pour toi.","C'est super, tu es sain et sauf~",Pour devenir plus puissante !,"J'ai appris une nouvelle technique, je dois prendre qui pour cible ?",填充,填充,Tu appelles ça de l'équipement ?,"L'équipement aide, mais ce n'est pas le plus important !",Je vais leur montrer qu'ils ont choisi la mauvaise personne !,"Repose toi aujourd'hui, paris ne s'est pas construite en un jour.",Je vais essayer ma technique d'invisibilité avec Senpai~,"Je sais que tu me fais confiance, mais de dormir comme ça ? Tu n'as même aucune protection contre les attaques !","Tu devrais acheter toutes tes affaires toi-même, au moins, tu apprendrais qu'avoir un job c'est très important !",Tu as vraiment besoin que je te rappelle tout ? Même récupérer tes récompenses ?!,"Il se passe quelque chose près de la salle de classe, il doit y avoir des ennemis ! Je peux peut-être essayer ma nouvelle technique sur eux !",Inutile !,Je pense que battre retraite dans cette situation est un très bon choix.,填充,填充,填充,填充
23004,Shamoke,Ha ! Quelqu'un m'a trouvé ! Il semblerait que je ne sois pas encore prête !,Ne me parle pas !,C'est incroyable que la malédiction qui m'a prise m'a rendu plus forte !,Une ombre me suit partout... Sauve-moi...,"Si tu ne t'entraînes pas, l'ombre de prendra un jour ou l'autre",Je suis l'assassin du désert ! Tu n'as pas peur de parler avec moi ?,Est seule me suffit !,Ombre !,Mori Nanako,Les assassins n'ont pas besoin de ça !,Un cadeau pour moi ? T'es sûr d'avoir bien réfléchit avant de me le donner ?,Je ne pourrais pas résister d'être avec toi pour quelque jours...,Tu es le soleil qui apporte l'espoir et la joie dans ma vie. Je t'aimerai pour toujours.,Tu m'as encore trouvé~,L'ombre devient sombre.,"Désormais, l'ombre est sous mon contrôle !",填充,填充,Les ennemis s'enfuiront lorsqu'ils me verront avec cette arme !,"L'ombre ne peut pas tout faire pour moi, c'est pour ça que j'ai besoin de ceci !","Aujourd'hui, il n'y a pas de soleil. Le monde m'appartient~",Tu devrais mettre une balançoire dans cette pièce.,Viens jouer avec moi au jeu de l'ombre.,Je n'avais pas peur de la solitude avant ton arrivée...,"Ding ding, le réveil sonne ! Allez faire des Jobs ~","En tant que tueuse, la chose la plus importante pour moi, c'est de récupérer ma paye.","C'est dangereux dehors, tu devrais attendre un peu, je vais voir ce qu'il se passe !",Retournez jouer avec vos ombres !,La météo est mauvaise aujourd'hui…,填充,填充,填充,填充
24001,Pyra,Les oiseaux m'ont dit que tu peux m'aider dans mon désir de liberté !,J'espère qu'un jour je pourrais être libre comme l'air !,"Ce corbeau est mon meilleur ami depuis que je suis gamine, tu veux le voir ?","Le ciel est le symbole de la liberté, je voudrais pouvoir voler dans le ciel moi aussi.",Toi aussi tu veux voler dans le ciel ?,"Je ne peux pas voler, mais j'enseigne aux oiseaux comment faire !",Tu ne peux pas t'enfuir !,Attaque-les !,Okada Eimi,La prochaine fois ne me donne plus ça !,Merci pour ton cadeau,"Merci de penser autant à moi, je suis super contente","J'ai choisi le chemin que personne avant moi n'a choisi. La destination est inconnue, mais je n'ai pas peur tant que tu es à mes côtés.","Les oiseaux chantent pour ton retour, tu les entends ?",J'espère que mes oiseaux peuvent aussi grandir plus vite avec ça~,"Je ne suis peut-être pas capable de voler de moi-même, mais j'ai entraîné ces oiseaux pour le faire pour moi.",填充,填充,Mes oiseaux peuvent également utiliser ces choses-là.,"Maintenant, tu n'as plus de soucis à te faire.",Mes oiseaux prendront soin de nos ennemis~,Peut-on ouvrir un peu plus les fenêtres de la chambre ? Mes oiseaux ne peuvent pas passer actuellement.,Je pense que mes oiseaux t'aiment bien~,"Arrête, il n'y a pas d'insectes sur la tête de Senpai ! En plus il est encore en train de dormir !","Si mes oiseaux pouvait être plus puissants, ils seraient capables de t'amener à ton lieu de travail.",Mes oiseaux ne vont pas te ramener ta récompense.,"Senpai, mes oiseaux ont repéré des ennemis dans la forêt ! Nous devons vite les repousser !",Je n'ai pratiquement rien fait comparé aux autres.,"Il va pleuvoir, je dois ramener mes oiseaux, à plus~",填充,填充,填充,填充
24002,Octagirl,Hmm ? Tu te rends devant ma beauté ? Je ne suis pas la princesses des sirènes ? Je suis encore plus mignonne que les sirènes !,Hmmm ! Abruti ! Tu as renversez mon plat par terre !!!,"Je ne parle pas aux imbéciles comme eux ! Ils ne pensent qu'à manger, manger et encore manger !",Rien n'est mieux que l'océan ! Tout y est accepter. La preuve : regarde cet abruti !,Je ne veux pas parler avec cet idiot !,Je suis la plus belle des princesses de l'océan ! Je me laisse pas me salir sur le sable !,Fous-moi la paix !,Va te noyer !,Iinuma Minami,Je suis en colère !,Tu dois vraiment être fou de moi...,J'aime beaucoup ce cadeau !,Tu m'offres cette chose brillante ? Et tu veux jouer avec moi tous les jours ? J'accepte~,Tu es finalement revenu~,"Je suis encore plus mignonne qu'avant, non ?",Je protégerai tout le monde !,填充,填充,Tu peux compter sur moi !,En avant~,Personne ne peut me vaincre sous l'eau !,J'espère que Shisa n'habite pas loin. Au moins je pourrais souvent la voir.,"Je vais m'amuser, tu veux venir ?",Senpai... Arrête de dormir dans l'eau ! Ce n'est pas tout le monde qui peut respirer sous l'eau !,Comment s'est passé-t-il le Job à la piscine la dernière fois ? Puis-je vous accompagner pendant que vous travaillez ?,"Vous avez oublié de collecter les récompenses hier, ne l'oubliez pas aujourd'hui !","Senpai, si tu t'apprêtes à les combattre, prends moi avec~",J'ai finalement réussi par moi-même !,Ahhhh~Je me suis laissée intimider !,填充,填充,填充,填充
24003,Aeris,"Ne bouge pas, Maître ! C'est très sale ! Laisse-moi faire, je vais blanchir tout ça !",Ne me met pas en colère ma brosse à dent est très forte !,Ma brosse à dent est plus confortable qu'une brosse à dent électrique !,"Peu importe à quel point c'est sale, il suffit de frotter avec attention et tu peux les rendre blanche et brillante !",Qu'est-ce que tu fais ? Lache ma brosse à dent ! Rend moi ma brosse à dent !,"Les gens stupides qui n'aiment pas être propre, il faut tous les jeter à la machine à laver !",Commençons le nettoyage !,Blanchissons-les ensemble !,Morinaga Rika,Maître ! Pourquoi me traites-tu de la sorte ?,"Laisse-toi faire Maître, mettez-le cadeau par là-bas, c'est l'heure de votre lavage !","Merci beaucoup, Maître !","Tu t'es bien débrouillé de ce problème, mais ce n'est pas parce que les gens te complimentent qu'ils faut te reposer sur tes lauriers ! Je t'ai à l'oeil, tu ne te débarasseras pas de moi si facilement.","Ah ! Maître, tu es venu pile au bon moment~ Je n'arrive pas à atteindre le balai, est-ce que tu peux m'aider ?",Nettoyage réussi.,"Maître ! Ne pars pas, c'est pour ton bien !",填充,填充,Une nouvelle brosse avec des poils durs ? C'est une bonne idée~,Une plus grosse brosse à dent résoudra tous tes problèmes~,"Ceux qui n'aime pas la propreté, laisse-les moi !",Cela fait combien de temps que tu n'as lavé ta chambre... ? C'est l'heure du nettoyage de printemps !,"Senpai, prends la serpillère et lave le sol.",Comme tu m'as aidé à nettoyer ces chambres. Je ne te dérangerai pas lorsque tu dors.,"Est-ce que tu travailles ces derniers temps ? Si tu veux j'ai besoin d'aide... Oui, les élèves qui m'aident à nettoyer le campus seront récompensés...","Parce que tu m'as aidé à nettoyer aujourd'hui, je devrai te prévenir que tu as une récompense à collecter.","Elles ont encore mis le bazar dans le campus, cette fois-ci cela ne va pas se passer comme ça ! Je vais de ce pas leur faire payer la note !",Vous avez l'air plus mignonnes quand vous cessez d'embêter les autres~,"Je viens de nettoyer, pourquoi vous salissez à nouveau ?",填充,填充,填充,填充
